% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
115 +4.772107192e+03 +4.772107192e+03 +4.921257192e+03 +4.921257192e+03 +5.4572e-02 -1.9563e-01 -2.7490e-01 -5.3194e-01 -2.1813e+00 -4.4620e-01 +1.6182e-01 -4.3221e-01 +3.8775e-01 +3.4629e-02 -1.2222e+00 +5.7791e-01 -2.1564e-01 +4.6608e-01 -9.9506e-02 -2.5170e-01 +9.0188e-01 +3.0845e-01 -5.0337e-01 -3.0857e-01
117 +3.383296892e+03 +3.383296892e+03 +3.532446892e+03 +3.532446892e+03 +1.2941e-01 +6.5723e-02 -5.6718e-01 -7.8951e-01 -2.3113e+00 -2.4365e-01 -3.2804e-01 -5.4915e-01 +3.7520e-01 +1.3486e-01 -1.2020e+00 +6.2454e-01 +3.3670e-01 -3.4398e-02 -1.0595e-01 -1.4763e-01 +7.5036e-01 +2.7068e-02 -8.0012e-01 -4.8503e-01
141 +2.517686050e+03 +2.517686050e+03 +2.666836050e+03 +2.666836050e+03 +2.1616e-01 -4.4762e-01 -8.5953e-01 -4.6959e-01 -2.6176e+00 -3.8620e-01 -4.7696e-01 -9.3766e-01 +3.8383e-01 -1.1751e-01 -1.8025e+00 +6.5496e-01 +9.4864e-02 -1.6911e-01 +2.1184e-02 +9.4825e-02 +2.9587e-01 +1.5158e-01 -8.2336e-01 -5.7805e-01
154 +2.126882028e+03 +2.126882028e+03 +2.276032028e+03 +2.276032028e+03 -2.8212e-01 -5.9384e-01 -8.1550e-01 -4.5162e-01 -2.4581e+00 -3.7320e-01 -6.7153e-01 -7.3107e-01 -4.7720e-02 -1.0359e-02 -2.2203e+00 +5.5621e-01 +5.3339e-01 +2.4375e-01 -3.1884e-01 +1.1200e-01 +4.5241e-01 -1.3188e-01 -1.2430e+00 -1.4867e+00
177 +2.027903260e+03 +2.027903260e+03 +2.177053260e+03 +2.177053260e+03 -2.0538e-01 -9.0375e-01 -4.3948e-01 -2.4810e-01 -2.8047e+00 -5.3871e-01 -6.8903e-01 -9.0029e-01 -1.4201e-01 +1.3540e-01 -1.6624e+00 +5.1299e-01 +5.1715e-01 +1.6648e-01 -9.5163e-01 +1.6540e-01 +3.1079e-01 +1.4102e-01 -1.5391e+00 -1.5312e+00
178 +1.805609497e+03 +1.805609497e+03 +1.954759497e+03 +1.954759497e+03 +1.8144e-01 -5.7983e-01 -9.8509e-02 -2.7680e-01 -2.7990e+00 -7.3521e-01 -5.8603e-01 -8.2993e-01 -6.3487e-01 +3.0265e-01 -1.9209e+00 +7.1192e-01 +7.2229e-01 +3.8264e-02 -5.8196e-01 -9.6998e-02 +4.5258e-02 -2.5574e-02 -1.1389e+00 -1.8041e+00
194 +1.268146984e+03 +1.268146984e+03 +1.417296984e+03 +1.417296984e+03 +2.1165e-01 -6.1639e-01 +8.0012e-02 -2.7461e-01 -2.4582e+00 -1.0618e+00 -6.3155e-01 -1.1157e+00 -3.8359e-01 +3.8036e-01 -1.7953e+00 +7.3118e-02 +9.5291e-01 -2.0519e-01 -7.3284e-01 -2.7846e-01 -6.5345e-01 +4.2652e-01 -1.1512e+00 -1.4228e+00
206 +1.096440483e+03 +1.096440483e+03 +1.245590483e+03 +1.245590483e+03 -1.1533e-01 -1.5724e+00 -1.5953e-01 +3.6475e-01 -3.2796e+00 -1.1005e+00 -1.0277e+00 -1.0105e+00 -7.2642e-01 +4.0389e-01 -1.8649e+00 +4.2088e-01 +1.1522e+00 -7.5190e-01 -5.9284e-01 -3.2009e-01 -7.3557e-01 -3.1624e-01 -1.3950e+00 -2.1142e+00
227 +9.513183636e+02 +9.513183636e+02 +1.100468364e+03 +1.100468364e+03 -2.3079e-01 -1.3472e+00 -2.0160e-01 -6.9994e-02 -2.8206e+00 -1.6834e+00 -3.8416e-01 -6.7513e-01 +5.7160e-02 +4.9598e-01 -2.0190e+00 +4.6700e-01 +1.0624e+00 -5.3745e-01 -7.0858e-01 -5.3431e-01 -2.2570e-01 +1.4995e-01 -1.5060e+00 -1.6901e+00
239 +9.222146323e+02 +9.222146323e+02 +1.071364632e+03 +1.071364632e+03 -2.9547e-01 -1.0412e+00 -1.2745e+00 +2.1966e-01 -3.1212e+00 -1.8341e+00 -4.3474e-01 -1.0828e+00 +1.3819e-01 +6.5115e-01 -2.4956e+00 +8.1390e-01 +1.8694e+00 -4.1641e-01 -4.2731e-01 -6.6765e-01 -2.0745e-01 +4.1895e-01 -1.4017e+00 -1.4934e+00
260 +7.309941305e+02 +7.309941305e+02 +8.801441305e+02 +8.801441305e+02 +2.1947e-01 -9.1540e-01 -5.0898e-01 -1.1524e-01 -2.7346e+00 -1.3882e+00 -5.8985e-01 -9.6768e-01 +3.5257e-01 +4.4847e-01 -1.6788e+00 +3.3399e-01 +9.0262e-01 -1.9200e-01 -3.7549e-01 -1.1263e-01 +2.3110e-01 +9.1569e-01 -1.4849e+00 -1.5688e+00
275 +6.765968654e+02 +6.765968654e+02 +8.257468654e+02 +8.257468654e+02 +3.1979e-02 -8.5928e-01 -5.7419e-01 -4.6129e-01 -2.8439e+00 -1.6619e+00 -6.4677e-01 -1.0085e+00 +1.1818e-01 +3.4990e-01 -2.0077e+00 -3.4345e-02 +1.1825e+00 -4.4914e-01 -3.4207e-01 -3.4157e-01 +4.7592e-02 +6.3050e-01 -1.1946e+00 -1.7486e+00
283 +5.946026830e+02 +5.946026830e+02 +7.437526830e+02 +7.437526830e+02 +1.0790e-01 -8.5095e-01 -1.1119e+00 -1.5182e-01 -2.7746e+00 -1.4155e+00 -5.0287e-01 -8.5349e-01 -1.2214e-03 +3.6861e-02 -1.9814e+00 +7.8508e-03 +9.7636e-01 -5.0575e-01 -3.5404e-01 -3.0857e-01 +9.4955e-02 +1.0704e+00 -1.0106e+00 -1.4555e+00
291 +5.106564238e+02 +5.106564238e+02 +6.598064238e+02 +6.598064238e+02 +2.1558e-01 -5.5013e-01 -6.8451e-01 -1.7992e-01 -2.8449e+00 -1.1888e+00 -6.7498e-01 -8.9985e-01 -1.1684e-01 +4.1921e-01 -1.9383e+00 +4.4525e-02 +1.1077e+00 -2.7408e-01 -4.7910e-01 -4.7641e-01 +2.4831e-02 +8.3552e-01 -1.0669e+00 -1.4825e+00
309 +4.838410341e+02 +4.838410341e+02 +6.329910341e+02 +6.329910341e+02 +3.2723e-02 -5.6913e-01 -6.4217e-01 -1.4623e-01 -2.7958e+00 -1.2837e+00 -9.8043e-01 -8.6982e-01 -1.9482e-01 +2.5845e-01 -1.9897e+00 +1.1548e-02 +1.5469e+00 -4.9327e-01 -5.2334e-01 -5.7313e-01 -2.8907e-01 +8.7419e-01 -1.4148e+00 -1.6180e+00
312 +4.480404958e+02 +4.480404958e+02 +5.971904958e+02 +5.971904958e+02 -2.0749e-01 -7.2037e-01 -7.6224e-01 -2.5818e-01 -2.8564e+00 -1.3540e+00 -4.3677e-01 -1.0137e+00 +7.4427e-03 +1.3397e-01 -1.8540e+00 -5.6922e-02 +1.3259e+00 -4.9197e-01 -5.0640e-01 -4.6378e-01 +1.9414e-01 +8.0954e-01 -1.2641e+00 -1.6577e+00
315 +4.407518747e+02 +4.407518747e+02 +5.899018747e+02 +5.899018747e+02 -9.2621e-02 -7.5886e-01 -5.5320e-01 -4.7098e-02 -2.8325e+00 -1.3991e+00 -6.1427e-01 -9.8893e-01 -1.9083e-01 +3.5567e-01 -2.1286e+00 +1.2855e-01 +1.2801e+00 -5.4193e-01 -4.2946e-01 -6.5705e-01 -2.6591e-01 +6.7394e-01 -1.3738e+00 -1.7380e+00
325 +4.310301862e+02 +4.310301862e+02 +5.801801862e+02 +5.801801862e+02 -2.1472e-01 -8.8594e-01 -9.0006e-01 -3.6107e-02 -2.9074e+00 -1.4574e+00 -8.0840e-01 -1.2751e+00 -5.9147e-02 +3.9622e-01 -2.4299e+00 -1.0825e-01 +1.2639e+00 -3.9540e-01 -5.9086e-01 -3.9993e-01 -3.7208e-01 +8.8702e-01 -1.2958e+00 -1.6993e+00
337 +3.836707024e+02 +3.836707024e+02 +5.328207024e+02 +5.328207024e+02 -1.8752e-01 -1.2226e+00 -7.6345e-01 -2.4073e-01 -2.7751e+00 -1.2439e+00 -8.5029e-01 -1.1851e+00 +4.9491e-02 +3.4122e-01 -2.2051e+00 +2.8195e-03 +1.4352e+00 -4.6942e-01 -4.1950e-01 -3.8758e-01 -5.6924e-02 +8.3682e-01 -1.2377e+00 -1.3000e+00
371 +3.768880610e+02 +3.768880610e+02 +5.260380610e+02 +5.260380610e+02 -5.0829e-01 -1.5002e+00 -7.8608e-01 -5.5040e-03 -2.6821e+00 -9.1432e-01 -1.0018e+00 -1.0654e+00 -9.4097e-02 +2.1478e-01 -2.1877e+00 -2.9443e-01 +1.2483e+00 -9.5642e-01 -9.4321e-01 -9.5594e-01 -5.7660e-01 +6.6411e-01 -1.3721e+00 -1.6414e+00
427 +3.476643621e+02 +3.476643621e+02 +4.968143621e+02 +4.968143621e+02 -4.7678e-01 -9.6887e-01 -8.7939e-01 +2.8660e-01 -3.0798e+00 -9.8196e-01 -8.1971e-01 -1.2457e+00 -3.9980e-02 +1.9113e-01 -1.8960e+00 -1.3859e-01 +1.5012e+00 -7.4115e-01 -8.3993e-01 -1.1346e+00 +1.6846e-01 +8.8645e-01 -1.3289e+00 -1.7387e+00
434 +2.944005224e+02 +2.944005224e+02 +4.435505224e+02 +4.435505224e+02 -6.9310e-01 -1.1824e+00 -8.3472e-01 +4.9197e-01 -2.8493e+00 -1.1208e+00 -7.0909e-01 -1.1621e+00 -3.8509e-02 +4.6191e-01 -1.7680e+00 -1.9581e-01 +1.5210e+00 -8.6247e-01 -1.0500e+00 -9.4784e-01 +2.7897e-01 +8.4375e-01 -1.4830e+00 -1.9280e+00
466 +2.835441204e+02 +2.835441204e+02 +4.326941204e+02 +4.326941204e+02 -6.3288e-01 -1.2042e+00 -7.5302e-01 +2.7979e-01 -3.0116e+00 -1.0039e+00 -8.7136e-01 -1.2331e+00 -2.4770e-02 +4.1118e-01 -1.9113e+00 +1.0931e-01 +1.3839e+00 -6.9262e-01 -9.9189e-01 -8.3610e-01 +9.0000e-02 +9.4737e-01 -1.1856e+00 -1.6160e+00
476 +2.331324094e+02 +2.331324094e+02 +3.822824094e+02 +3.822824094e+02 -6.7476e-01 -1.2291e+00 -7.2310e-01 +2.9249e-01 -2.8929e+00 -1.0825e+00 -7.8477e-01 -1.2745e+00 +1.1071e-01 +4.4073e-01 -1.9035e+00 +4.1680e-02 +1.2936e+00 -6.9802e-01 -9.5741e-01 -6.5281e-01 +1.3231e-01 +7.7227e-01 -1.2828e+00 -1.7367e+00
477 +2.059360662e+02 +2.059360662e+02 +3.550860662e+02 +3.550860662e+02 -7.2831e-01 -1.3204e+00 -7.6632e-01 +1.9239e-01 -3.0079e+00 -1.1622e+00 -8.7690e-01 -1.2309e+00 -5.7898e-04 +5.4556e-01 -1.8645e+00 +2.5250e-02 +1.3879e+00 -1.0227e+00 -9.0975e-01 -6.3481e-01 +1.6239e-01 +7.7617e-01 -1.3451e+00 -1.6755e+00
523 +1.986770083e+02 +1.986770083e+02 +3.478270083e+02 +3.478270083e+02 -7.0867e-01 -1.1510e+00 -9.9542e-01 +2.0523e-01 -2.8865e+00 -1.2514e+00 -8.0246e-01 -1.0657e+00 -1.3145e-02 +4.1435e-01 -1.9143e+00 -1.1098e-01 +1.1322e+00 -6.8224e-01 -9.8918e-01 -7.1137e-01 +1.4340e-01 +6.9313e-01 -1.3980e+00 -1.8397e+00
536 +1.818953631e+02 +1.818953631e+02 +3.310453631e+02 +3.310453631e+02 -7.4964e-01 -1.2121e+00 -8.6271e-01 +1.6197e-01 -2.8887e+00 -1.2905e+00 -7.9855e-01 -9.9168e-01 +3.1483e-03 +4.1275e-01 -2.0208e+00 -2.8275e-02 +1.1683e+00 -7.5031e-01 -7.8950e-01 -5.7621e-01 +9.4636e-02 +6.2215e-01 -1.4216e+00 -1.9039e+00
587 +1.687473210e+02 +1.687473210e+02 +3.178973210e+02 +3.178973210e+02 -7.4259e-01 -1.2279e+00 -9.6202e-01 +2.6425e-01 -2.9599e+00 -1.3451e+00 -8.5111e-01 -1.1326e+00 -4.6109e-02 +3.1012e-01 -2.1246e+00 +1.5692e-02 +1.0630e+00 -7.1124e-01 -8.9429e-01 -5.6472e-01 +1.3132e-01 +8.4638e-01 -1.4683e+00 -1.8340e+00
597 +1.640535889e+02 +1.640535889e+02 +3.132035889e+02 +3.132035889e+02 -7.7064e-01 -1.2270e+00 -9.4669e-01 +2.5451e-01 -2.8684e+00 -1.2506e+00 -8.6359e-01 -1.1869e+00 -9.1352e-02 +3.0781e-01 -2.2042e+00 -3.1877e-02 +1.1825e+00 -8.3141e-01 -7.8192e-01 -6.1725e-01 +1.7359e-01 +8.9733e-01 -1.4098e+00 -1.8830e+00
655 +1.599345446e+02 +1.599345446e+02 +3.090845446e+02 +3.090845446e+02 -7.3819e-01 -1.1274e+00 -9.8613e-01 +4.1839e-01 -2.9410e+00 -1.2638e+00 -9.0505e-01 -1.1090e+00 +5.6259e-03 +3.0669e-01 -2.0556e+00 +3.6919e-03 +1.1754e+00 -7.5066e-01 -7.5718e-01 -5.9986e-01 +1.1837e-01 +7.7125e-01 -1.3612e+00 -1.8648e+00
686 +1.570000622e+02 +1.570000622e+02 +3.061500622e+02 +3.061500622e+02 -6.8590e-01 -1.1863e+00 -8.9905e-01 +3.6114e-01 -2.8856e+00 -1.3488e+00 -9.1671e-01 -1.0892e+00 +7.2479e-02 +3.2988e-01 -2.1085e+00 -8.3360e-02 +1.1290e+00 -7.9298e-01 -8.2701e-01 -5.7719e-01 +1.5282e-01 +8.0678e-01 -1.3936e+00 -1.8724e+00
742 +1.545144560e+02 +1.545144560e+02 +3.036644560e+02 +3.036644560e+02 -5.8687e-01 -1.0129e+00 -8.1517e-01 +4.2112e-01 -2.9595e+00 -1.2870e+00 -8.8441e-01 -1.1241e+00 +1.1725e-03 +3.2324e-01 -2.1069e+00 -9.8047e-02 +1.3414e+00 -7.4374e-01 -7.7980e-01 -4.8675e-01 +1.4643e-01 +8.2651e-01 -1.4230e+00 -1.8289e+00
778 +1.508717325e+02 +1.508717325e+02 +3.000217325e+02 +3.000217325e+02 -5.6381e-01 -1.0351e+00 -9.8701e-01 +4.7126e-01 -3.0996e+00 -1.3503e+00 -8.0319e-01 -1.1243e+00 +2.1765e-02 +3.1760e-01 -2.1665e+00 -3.8262e-02 +1.1898e+00 -7.8685e-01 -7.6099e-01 -5.0053e-01 +2.2366e-01 +8.0304e-01 -1.3489e+00 -1.7207e+00
811 +1.476862181e+02 +1.476862181e+02 +2.968362181e+02 +2.968362181e+02 -4.4671e-01 -1.0523e+00 -9.5122e-01 +4.1692e-01 -3.1717e+00 -1.3762e+00 -8.4183e-01 -1.0769e+00 +6.3467e-03 +2.5051e-01 -2.2174e+00 -1.2544e-01 +1.2543e+00 -8.2209e-01 -8.0533e-01 -5.5890e-01 +1.6255e-01 +8.0085e-01 -1.3684e+00 -1.8210e+00
847 +1.438885691e+02 +1.438885691e+02 +2.930385691e+02 +2.930385691e+02 -4.8815e-01 -1.1197e+00 -9.0759e-01 +4.3363e-01 -3.1548e+00 -1.3864e+00 -8.9707e-01 -1.1041e+00 -6.4037e-02 +1.8646e-01 -2.2642e+00 -1.4199e-01 +1.1857e+00 -8.6262e-01 -8.3867e-01 -4.7169e-01 +2.2194e-01 +7.9545e-01 -1.4075e+00 -1.8710e+00
929 +1.404216859e+02 +1.404216859e+02 +2.895716859e+02 +2.895716859e+02 -4.3374e-01 -1.0169e+00 -8.8438e-01 +4.5966e-01 -3.1317e+00 -1.3986e+00 -9.8985e-01 -1.2294e+00 -5.8870e-02 +1.7070e-01 -2.3172e+00 -1.8604e-01 +1.2085e+00 -8.0095e-01 -7.6641e-01 -5.3094e-01 +2.1063e-01 +8.3295e-01 -1.3761e+00 -1.8203e+00
973 +1.378385024e+02 +1.378385024e+02 +2.869885024e+02 +2.869885024e+02 -4.7336e-01 -9.8801e-01 -8.4439e-01 +5.2935e-01 -3.0948e+00 -1.4326e+00 -9.8617e-01 -1.1941e+00 -1.2602e-01 +1.3906e-01 -2.3061e+00 -1.9029e-01 +1.2357e+00 -8.2056e-01 -8.1277e-01 -5.1557e-01 +2.0739e-01 +7.9507e-01 -1.3747e+00 -1.8405e+00
1234 +1.348774623e+02 +1.348774623e+02 +2.840274623e+02 +2.840274623e+02 -4.3751e-01 -1.0012e+00 -8.7795e-01 +4.9308e-01 -3.1049e+00 -1.3984e+00 -9.6463e-01 -1.2361e+00 -1.6398e-01 +9.5670e-02 -2.3348e+00 -1.5834e-01 +1.2496e+00 -8.0755e-01 -8.1007e-01 -4.9126e-01 +2.1058e-01 +8.1989e-01 -1.3770e+00 -1.8160e+00
1635 +1.317854324e+02 +1.317854324e+02 +2.809354324e+02 +2.809354324e+02 -4.9927e-01 -1.0429e+00 -8.8949e-01 +6.6042e-01 -3.2296e+00 -1.4932e+00 -1.0570e+00 -1.3235e+00 -2.3173e-01 +1.0854e-02 -2.3829e+00 -1.8592e-01 +1.2899e+00 -8.1123e-01 -8.0401e-01 -4.9592e-01 +2.1148e-01 +7.9952e-01 -1.3726e+00 -1.7659e+00
1818 +1.288076750e+02 +1.288076750e+02 +2.779576750e+02 +2.779576750e+02 -4.6970e-01 -1.0168e+00 -8.5305e-01 +8.3841e-01 -3.3488e+00 -1.5439e+00 -1.0940e+00 -1.3647e+00 -3.0354e-01 -5.4097e-02 -2.4572e+00 -1.6006e-01 +1.2944e+00 -8.1712e-01 -7.6476e-01 -4.7739e-01 +2.5231e-01 +8.4915e-01 -1.3709e+00 -1.8008e+00
1940 +1.258597091e+02 +1.258597091e+02 +2.750097091e+02 +2.750097091e+02 -4.3286e-01 -9.6846e-01 -8.2524e-01 +9.4244e-01 -3.3888e+00 -1.6050e+00 -1.1533e+00 -1.4094e+00 -3.0331e-01 -6.4406e-02 -2.4504e+00 -2.1687e-01 +1.2485e+00 -7.7888e-01 -7.8646e-01 -4.8512e-01 +1.9948e-01 +8.1499e-01 -1.3515e+00 -1.7654e+00
2051 +1.227263465e+02 +1.227263465e+02 +2.718763465e+02 +2.718763465e+02 -4.1945e-01 -9.4539e-01 -8.0122e-01 +9.6188e-01 -3.4875e+00 -1.6859e+00 -1.2069e+00 -1.4375e+00 -3.6227e-01 -6.7795e-02 -2.4753e+00 -2.1186e-01 +1.2594e+00 -8.0070e-01 -7.8668e-01 -4.5981e-01 +2.2173e-01 +8.3649e-01 -1.3683e+00 -1.8021e+00
