% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
259 +3.340988572e+02 +3.340988572e+02 +1.334098857e+03 +1.334098857e+03 +2.9372e-01 +1.7238e+00 +1.1412e+00 +1.1024e+00 +8.1375e-01 -2.1045e+00 -8.5463e-01 +4.4223e-02 -6.4415e-01 -6.9107e-02 +3.4337e-01 -1.9153e+00 -1.6501e+00 -1.0681e+00 +1.4513e+00 +7.7798e-01 +2.3387e+00 +5.7101e-01 +4.6002e-01 +2.9854e-01
307 +3.290524840e+02 +3.290524840e+02 +1.329052484e+03 +1.329052484e+03 +1.0841e-02 +1.9713e+00 +2.3322e+00 +1.4927e+00 +6.7653e-01 -1.0465e+00 -1.1089e+00 +8.3370e-01 -1.1903e+00 +1.2100e+00 -3.0988e-01 -1.5658e+00 -1.5029e+00 -1.2171e+00 +1.7336e+00 +1.2841e+00 +2.2507e+00 -1.1565e-01 +6.2474e-01 +6.9955e-01
318 +2.956255973e+02 +2.956255973e+02 +1.295625597e+03 +1.295625597e+03 +1.2727e-01 +1.7899e+00 +1.8501e+00 +1.2926e+00 +7.9835e-01 -1.4557e+00 -9.9610e-01 +1.9020e-01 -8.2307e-01 +4.9817e-01 -9.7514e-02 -1.8343e+00 -1.4917e+00 -9.4112e-01 +1.7493e+00 +1.2576e+00 +2.0058e+00 -2.8522e-01 -4.0744e-01 +7.8251e-01
324 +2.889433075e+02 +2.889433075e+02 +1.288943308e+03 +1.288943308e+03 -6.0003e-02 +1.6788e+00 +1.7141e+00 +1.2052e+00 +1.2661e+00 -8.1940e-01 -1.1935e+00 +6.3105e-01 -2.0352e+00 +9.5437e-01 -4.2221e-01 -1.3941e+00 -1.8472e+00 -1.0048e+00 +1.8833e+00 +1.2538e+00 +2.6082e+00 +8.7442e-03 -3.2407e-01 +6.2149e-01
354 +2.552065206e+02 +2.552065206e+02 +1.255206521e+03 +1.255206521e+03 -6.8598e-01 +1.7871e+00 +2.0856e+00 +2.6130e+00 +1.1634e+00 -2.4468e+00 -6.7187e-01 +8.0760e-01 -1.4349e+00 +8.6673e-01 -5.3316e-01 -2.0365e+00 -2.5767e+00 -1.2239e+00 +1.4838e+00 +9.4693e-01 +2.3334e+00 -6.0532e-01 +2.3473e-01 -3.4654e-01
604 +2.499436965e+02 +2.499436965e+02 +1.249943696e+03 +1.249943696e+03 -2.7850e+00 +1.5654e+00 +2.6102e+00 +2.5865e+00 +2.4855e+00 -1.5624e+00 -1.3939e+00 +2.9887e-01 -3.6886e+00 -4.5039e-02 -1.3029e+00 -2.1937e+00 -4.1221e+00 -1.0896e+00 +2.1205e+00 +3.0608e+00 +1.7491e+00 -5.6678e-01 +3.3717e-02 -1.5530e+00
675 +2.380224352e+02 +2.380224352e+02 +1.238022435e+03 +1.238022435e+03 -2.3671e+00 +3.0500e+00 +2.4275e+00 +1.7512e+00 +2.3387e+00 -1.4579e+00 -8.5294e-01 +3.1841e-01 -3.3752e+00 +2.0738e-02 -1.7940e+00 -2.9438e+00 -4.0359e+00 -2.0239e+00 +3.5734e+00 +2.8875e+00 +1.8342e+00 +4.9237e-01 +1.0003e-01 -1.5116e+00
718 +2.285333287e+02 +2.285333287e+02 +1.228533329e+03 +1.228533329e+03 -2.5557e+00 +2.1724e+00 +3.6359e+00 +1.9493e+00 +2.4493e+00 -7.9479e-01 -8.2770e-01 +4.3724e-01 -2.4692e+00 -1.1925e-01 -8.4554e-01 -1.5184e+00 -3.3428e+00 -2.2762e+00 +3.0224e+00 +3.2165e+00 +1.5875e+00 +2.2311e-02 +1.5468e-01 -1.5395e+00
739 +2.099364299e+02 +2.099364299e+02 +1.209936430e+03 +1.209936430e+03 -3.5476e+00 +2.0235e+00 +3.8415e+00 +1.6551e+00 +1.8362e+00 -2.3430e+00 -1.3390e+00 +1.2196e-02 -3.1634e+00 -4.4311e-01 -1.3616e+00 -1.2874e+00 -3.1975e+00 -3.0850e+00 +2.7428e+00 +3.4257e+00 +1.1267e+00 +3.1673e-01 +1.5416e-01 -1.1929e+00
850 +2.070456824e+02 +2.070456824e+02 +1.207045682e+03 +1.207045682e+03 -2.2826e+00 +3.1932e+00 +2.7861e+00 +1.9588e+00 +2.5132e+00 -1.8526e+00 -2.9364e-01 +1.3504e+00 -4.1902e+00 -5.0511e-02 -1.2115e-01 -2.0260e+00 -1.9975e+00 -2.5628e+00 +2.1449e+00 +2.9552e+00 +6.0945e-01 -2.9747e-01 +3.9835e-02 -1.2810e+00
922 +1.866244962e+02 +1.866244962e+02 +1.186624496e+03 +1.186624496e+03 -1.4085e+00 +2.8693e+00 +2.9455e+00 +2.4580e+00 +2.7473e+00 -2.9298e+00 +7.2974e-02 +6.4634e-01 -4.0242e+00 -2.9113e-01 +5.3510e-01 -1.6218e+00 -2.2470e+00 -2.2011e+00 +2.1906e+00 +3.1218e+00 +1.3615e+00 +3.2694e-01 -5.2127e-02 +7.5358e-02
1198 +1.763209819e+02 +1.763209819e+02 +1.176320982e+03 +1.176320982e+03 -1.6882e+00 +3.9526e+00 +4.7031e+00 +2.0620e+00 +3.1575e+00 -2.7333e+00 -2.2648e-01 +1.8945e-01 -2.3291e+00 +3.4374e-03 -1.4588e+00 -8.2906e-01 -1.9562e-01 -2.4447e+00 +2.7111e+00 +3.3864e+00 +1.0407e+00 -6.7883e-01 -7.9297e-01 +6.1988e-01
1610 +1.637422971e+02 +1.637422971e+02 +1.163742297e+03 +1.163742297e+03 -8.5396e-01 +2.7277e+00 +3.8572e+00 +2.6651e+00 +4.2170e+00 -2.7033e+00 -1.1078e-01 +3.0672e-01 -2.0208e+00 +4.2667e-01 -1.4863e+00 -7.8088e-01 +6.1064e-01 -2.8430e+00 +3.3685e+00 +3.3992e+00 +6.5694e-01 -1.2744e+00 -2.5654e-01 -5.0894e-01
1681 +1.608833380e+02 +1.608833380e+02 +1.160883338e+03 +1.160883338e+03 -9.2901e-01 +2.7115e+00 +4.0784e+00 +2.7622e+00 +4.1496e+00 -2.6151e+00 -1.6698e-01 +3.3074e-01 -2.1018e+00 +4.4774e-01 -1.6583e+00 -6.0661e-01 +5.2128e-01 -2.9451e+00 +3.5337e+00 +3.4013e+00 +7.2399e-01 -1.2158e+00 -2.2901e-01 -5.3637e-01
1706 +1.516287685e+02 +1.516287685e+02 +1.151628769e+03 +1.151628769e+03 -9.4827e-01 +2.7123e+00 +4.0062e+00 +2.7603e+00 +4.1344e+00 -2.5400e+00 -1.6016e-01 +3.4908e-01 -2.0157e+00 +4.7205e-01 -1.6431e+00 -5.2991e-01 +6.2788e-01 -2.7869e+00 +3.5868e+00 +3.2983e+00 +8.2646e-01 -1.1135e+00 -1.3072e-01 -4.3253e-01
1734 +1.471272379e+02 +1.471272379e+02 +1.147127238e+03 +1.147127238e+03 -9.8789e-01 +2.7053e+00 +4.0345e+00 +2.8530e+00 +4.1411e+00 -2.6705e+00 -8.0288e-02 +1.9184e-01 -2.0290e+00 +5.0353e-01 -1.5968e+00 -6.6711e-01 +6.3816e-01 -2.9575e+00 +3.6506e+00 +3.3292e+00 +7.3307e-01 -1.2546e+00 -8.0166e-02 -4.0454e-01
1760 +1.417543978e+02 +1.417543978e+02 +1.141754398e+03 +1.141754398e+03 -9.6177e-01 +2.6078e+00 +4.0877e+00 +2.7677e+00 +4.0767e+00 -2.6141e+00 -1.4169e-01 +2.6511e-01 -2.1327e+00 +4.3117e-01 -1.7797e+00 -6.5800e-01 +4.6755e-01 -2.8611e+00 +3.7385e+00 +3.2450e+00 +7.9808e-01 -1.1836e+00 -1.1232e-01 -2.1909e-01
1768 +1.355569796e+02 +1.355569796e+02 +1.135556980e+03 +1.135556980e+03 -9.8266e-01 +2.6565e+00 +4.0784e+00 +2.7788e+00 +4.0834e+00 -2.5377e+00 -4.2900e-02 +2.5428e-01 -2.1167e+00 +4.2194e-01 -1.7725e+00 -6.7265e-01 +5.3147e-01 -2.8383e+00 +3.8125e+00 +3.2454e+00 +7.8659e-01 -1.2394e+00 -1.0533e-01 -2.9108e-01
1771 +1.296998285e+02 +1.296998285e+02 +1.129699828e+03 +1.129699828e+03 -8.8741e-01 +2.6425e+00 +3.9926e+00 +2.8575e+00 +4.1676e+00 -2.5583e+00 -5.0309e-02 +2.0308e-01 -2.1052e+00 +4.4317e-01 -1.7477e+00 -6.7084e-01 +5.5565e-01 -2.8270e+00 +3.7190e+00 +3.2404e+00 +8.5289e-01 -1.1786e+00 -1.5823e-01 -3.3610e-01
1819 +1.274534021e+02 +1.274534021e+02 +1.127453402e+03 +1.127453402e+03 -8.9425e-01 +2.6378e+00 +3.9766e+00 +2.7064e+00 +4.0872e+00 -2.5941e+00 -8.7844e-02 +1.5914e-01 -2.1335e+00 +4.8761e-01 -1.8474e+00 -6.9748e-01 +5.7250e-01 -2.7963e+00 +3.6976e+00 +3.2200e+00 +9.0490e-01 -1.1935e+00 -1.3274e-01 -2.9538e-01
1923 +1.246211167e+02 +1.246211167e+02 +1.124621117e+03 +1.124621117e+03 -8.7084e-01 +2.7195e+00 +4.0122e+00 +2.6747e+00 +4.1530e+00 -2.5736e+00 -1.2972e-01 +2.0157e-01 -2.0755e+00 +4.7661e-01 -1.8198e+00 -7.0806e-01 +5.7431e-01 -2.8022e+00 +3.7134e+00 +3.2923e+00 +8.7993e-01 -1.1817e+00 -7.5366e-02 -2.7110e-01
1948 +1.218799653e+02 +1.218799653e+02 +1.121879965e+03 +1.121879965e+03 -8.5462e-01 +2.7245e+00 +4.0742e+00 +2.6811e+00 +4.1295e+00 -2.6367e+00 -1.2125e-01 +2.1295e-01 -2.0950e+00 +4.5447e-01 -1.8165e+00 -6.9084e-01 +5.6117e-01 -2.7900e+00 +3.7388e+00 +3.3054e+00 +8.6615e-01 -1.1869e+00 -3.3927e-02 -2.7659e-01
1951 +1.187014385e+02 +1.187014385e+02 +1.118701438e+03 +1.118701438e+03 -9.0047e-01 +2.6796e+00 +4.0164e+00 +2.6918e+00 +4.1366e+00 -2.5943e+00 -1.3147e-01 +2.0011e-01 -2.1119e+00 +4.3628e-01 -1.7555e+00 -6.8884e-01 +5.9313e-01 -2.7760e+00 +3.7560e+00 +3.2963e+00 +8.7131e-01 -1.1554e+00 -5.9547e-02 -3.0122e-01
1976 +1.170902499e+02 +1.170902499e+02 +1.117090250e+03 +1.117090250e+03 -8.3795e-01 +2.7030e+00 +4.0242e+00 +2.6893e+00 +4.1126e+00 -2.6057e+00 -1.4909e-01 +1.7618e-01 -2.1096e+00 +4.5445e-01 -1.8126e+00 -6.7852e-01 +6.1455e-01 -2.7946e+00 +3.7456e+00 +3.2755e+00 +8.4899e-01 -1.1518e+00 -8.1282e-02 -2.6630e-01
1980 +1.142959012e+02 +1.142959012e+02 +1.114295901e+03 +1.114295901e+03 -8.3411e-01 +2.7085e+00 +4.0170e+00 +2.7018e+00 +4.1193e+00 -2.6507e+00 -1.5148e-01 +1.9278e-01 -2.1174e+00 +4.3064e-01 -1.8131e+00 -6.7157e-01 +5.8883e-01 -2.7905e+00 +3.7803e+00 +3.3085e+00 +8.4040e-01 -1.1561e+00 -6.3043e-02 -3.2662e-01
2012 +1.115180154e+02 +1.115180154e+02 +1.111518015e+03 +1.111518015e+03 -8.0936e-01 +2.6976e+00 +4.0360e+00 +2.6916e+00 +4.1488e+00 -2.6589e+00 -1.4709e-01 +2.0821e-01 -2.1108e+00 +3.9833e-01 -1.8236e+00 -6.9006e-01 +5.8753e-01 -2.8012e+00 +3.7138e+00 +3.3214e+00 +8.5413e-01 -1.1360e+00 -3.0071e-02 -3.1597e-01
2021 +1.086107116e+02 +1.086107116e+02 +1.108610712e+03 +1.108610712e+03 -8.5832e-01 +2.7144e+00 +4.0088e+00 +2.6915e+00 +4.1654e+00 -2.6372e+00 -1.1514e-01 +2.1685e-01 -2.1536e+00 +4.1391e-01 -1.8086e+00 -6.6635e-01 +5.7110e-01 -2.7987e+00 +3.6410e+00 +3.3471e+00 +8.4067e-01 -1.1036e+00 -2.5086e-02 -3.0106e-01
2042 +1.041286658e+02 +1.041286658e+02 +1.104128666e+03 +1.104128666e+03 -9.0509e-01 +2.6926e+00 +4.0320e+00 +2.7173e+00 +4.1453e+00 -2.6212e+00 -1.2189e-01 +1.9907e-01 -2.1327e+00 +3.9244e-01 -1.7657e+00 -6.8372e-01 +5.6794e-01 -2.8129e+00 +3.7003e+00 +3.3545e+00 +8.1603e-01 -1.0466e+00 -2.7074e-02 -3.6755e-01
2063 +9.548005752e+01 +9.548005752e+01 +1.095480058e+03 +1.095480058e+03 -8.3301e-01 +2.6708e+00 +4.0304e+00 +2.6822e+00 +4.1493e+00 -2.6238e+00 -1.1878e-01 +1.9410e-01 -2.1339e+00 +3.5655e-01 -1.7445e+00 -6.0667e-01 +5.2730e-01 -2.8091e+00 +3.6796e+00 +3.3300e+00 +8.4485e-01 -1.0493e+00 -2.4117e-02 -3.9358e-01
2079 +9.313850835e+01 +9.313850835e+01 +1.093138508e+03 +1.093138508e+03 -7.9605e-01 +2.6213e+00 +3.9708e+00 +2.7038e+00 +4.1484e+00 -2.6355e+00 -9.0203e-02 +2.3892e-01 -2.1607e+00 +3.4955e-01 -1.7463e+00 -6.3739e-01 +5.5743e-01 -2.8234e+00 +3.6777e+00 +3.3226e+00 +8.1783e-01 -1.0264e+00 -9.7224e-03 -3.6148e-01
2087 +9.096295880e+01 +9.096295880e+01 +1.090962959e+03 +1.090962959e+03 -8.3077e-01 +2.6276e+00 +3.9440e+00 +2.7057e+00 +4.1696e+00 -2.6524e+00 -1.0174e-01 +2.1797e-01 -2.1446e+00 +3.8809e-01 -1.7045e+00 -6.4426e-01 +4.9156e-01 -2.8383e+00 +3.6247e+00 +3.3696e+00 +8.3646e-01 -1.0174e+00 +2.0363e-02 -3.3798e-01
2183 +8.800751364e+01 +8.800751364e+01 +1.088007514e+03 +1.088007514e+03 -9.0981e-01 +2.6074e+00 +3.9738e+00 +2.6755e+00 +4.0995e+00 -2.6089e+00 -9.5662e-02 +2.5887e-01 -2.1548e+00 +3.7728e-01 -1.7186e+00 -6.0174e-01 +5.0133e-01 -2.8153e+00 +3.6809e+00 +3.3574e+00 +8.0834e-01 -1.1358e+00 +6.0940e-02 -4.1999e-01
2189 +8.505262627e+01 +8.505262627e+01 +1.085052626e+03 +1.085052626e+03 -8.3784e-01 +2.6072e+00 +3.9922e+00 +2.6980e+00 +4.1145e+00 -2.5991e+00 -8.4148e-02 +2.7998e-01 -2.1236e+00 +3.7519e-01 -1.7091e+00 -5.6462e-01 +5.1638e-01 -2.8078e+00 +3.6968e+00 +3.3626e+00 +7.9451e-01 -1.1045e+00 +6.9487e-02 -4.0561e-01
2252 +8.269015852e+01 +8.269015852e+01 +1.082690159e+03 +1.082690159e+03 -8.6888e-01 +2.6180e+00 +4.0166e+00 +2.7258e+00 +4.1269e+00 -2.6026e+00 -2.5435e-02 +2.7538e-01 -2.1256e+00 +3.6037e-01 -1.6805e+00 -6.0851e-01 +5.2996e-01 -2.8419e+00 +3.7182e+00 +3.3281e+00 +7.8733e-01 -1.1252e+00 +7.0514e-02 -4.0447e-01
2282 +8.060167523e+01 +8.060167523e+01 +1.080601675e+03 +1.080601675e+03 -8.6734e-01 +2.6237e+00 +3.9945e+00 +2.7081e+00 +4.1478e+00 -2.6201e+00 -3.3138e-02 +2.9072e-01 -2.1323e+00 +3.5022e-01 -1.6981e+00 -6.2370e-01 +5.2278e-01 -2.8487e+00 +3.6810e+00 +3.3292e+00 +7.7582e-01 -1.1220e+00 +7.7128e-02 -3.9481e-01
2312 +7.926108841e+01 +7.926108841e+01 +1.079261088e+03 +1.079261088e+03 -8.3176e-01 +2.6318e+00 +3.9599e+00 +2.7188e+00 +4.1614e+00 -2.6266e+00 -4.9860e-02 +2.7427e-01 -2.1275e+00 +3.4007e-01 -1.7080e+00 -6.3078e-01 +5.2822e-01 -2.8378e+00 +3.6882e+00 +3.3282e+00 +7.7330e-01 -1.1132e+00 +6.9668e-02 -4.0387e-01
2353 +7.731139303e+01 +7.731139303e+01 +1.077311393e+03 +1.077311393e+03 -8.6429e-01 +2.6318e+00 +3.9753e+00 +2.7188e+00 +4.1721e+00 -2.6239e+00 -2.3091e-02 +2.6561e-01 -2.1195e+00 +3.2788e-01 -1.6775e+00 -6.3215e-01 +5.2822e-01 -2.8226e+00 +3.6688e+00 +3.3395e+00 +7.5730e-01 -1.0965e+00 +8.6990e-02 -4.0440e-01
2428 +7.579912440e+01 +7.579912440e+01 +1.075799124e+03 +1.075799124e+03 -8.6244e-01 +2.6401e+00 +3.9607e+00 +2.7132e+00 +4.1591e+00 -2.6198e+00 -3.8216e-02 +2.4930e-01 -2.1276e+00 +3.1338e-01 -1.7065e+00 -6.1412e-01 +5.3057e-01 -2.8337e+00 +3.6776e+00 +3.3796e+00 +7.9589e-01 -1.1161e+00 +7.1848e-02 -4.1315e-01
2522 +7.397592431e+01 +7.397592431e+01 +1.073975924e+03 +1.073975924e+03 -8.6254e-01 +2.6310e+00 +3.9847e+00 +2.7232e+00 +4.1619e+00 -2.6053e+00 -4.2991e-02 +2.3351e-01 -2.1241e+00 +3.0134e-01 -1.7056e+00 -6.1879e-01 +5.0254e-01 -2.8246e+00 +3.6693e+00 +3.3780e+00 +7.8375e-01 -1.0933e+00 +5.8908e-02 -4.2790e-01
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.420924595e+02 +7.420924595e+02 +8.121224595e+02 +8.121224595e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +7.001331725e+02 +7.001331725e+02 +7.701631725e+02 +7.701631725e+02 +2.1557e-01 +2.5937e-01 +1.4386e-01 +3.5049e-01 -1.8307e-01 -4.4441e-01 +7.1285e-02 -9.6896e-02 -5.1700e-02 +1.1577e-01 -2.8722e-01 +1.8700e-01 -2.6578e-01 +4.1945e-02 -1.1370e-01 -4.2487e-02 -7.0258e-02 +1.6769e-01 -2.6078e-01 -2.4711e-01
5 +6.758279690e+02 +6.758279690e+02 +7.458579690e+02 +7.458579690e+02 -1.9594e-01 +1.2240e-01 +3.7822e-01 +1.8143e-01 -9.4217e-02 +4.0627e-03 +2.0019e-01 -3.5223e-01 +1.0884e-02 +2.2390e-01 +1.4882e-02 +3.9724e-02 +1.1135e-01 +1.0718e-02 -3.1955e-01 +1.8264e-01 +6.1559e-02 -9.1253e-02 -1.8799e-01 +1.9710e-02
14 +5.897128458e+02 +5.897128458e+02 +6.597428458e+02 +6.597428458e+02 -9.2678e-02 +3.3191e-01 -3.6420e-02 +3.7017e-01 -1.5189e-01 -3.9810e-01 +1.7142e-01 -2.2884e-01 -1.4106e-01 +2.1905e-01 -1.0882e-01 +4.7033e-01 -2.9691e-01 +1.7880e-01 -3.0595e-01 +1.2737e-03 +5.7601e-02 +3.1224e-01 -4.2423e-01 -3.8812e-01
19 +5.880884903e+02 +5.880884903e+02 +6.581184903e+02 +6.581184903e+02 +6.6445e-02 +3.1525e-01 +4.1916e-03 +3.8492e-01 -2.6649e-01 -2.5233e-01 +1.4473e-01 -1.0753e-01 +1.0218e-01 +2.0379e-01 -3.3854e-01 +2.8030e-01 -2.4768e-01 -2.3893e-01 -3.6999e-01 -1.6311e-01 +1.8967e-01 +1.9827e-01 -6.3920e-01 -5.3725e-01
28 +5.649399011e+02 +5.649399011e+02 +6.349699011e+02 +6.349699011e+02 -2.9282e-01 +1.0251e-01 -2.0606e-01 +5.9405e-01 -3.1913e-01 -1.8300e-01 +3.7055e-01 -3.4280e-02 -7.6125e-02 +1.4290e-03 -2.7728e-01 +5.3316e-01 -5.8693e-01 -1.1373e-01 -5.5725e-01 +1.5681e-01 +2.9542e-01 +4.7254e-01 -4.8084e-01 -7.7544e-02
37 +5.308985871e+02 +5.308985871e+02 +6.009285871e+02 +6.009285871e+02 -1.0019e-01 +3.9137e-01 -3.2838e-01 +3.4149e-01 -9.3175e-03 -4.4883e-01 +9.7935e-02 -1.4438e-01 -2.4530e-01 -9.8549e-03 -1.1973e-01 +3.6985e-01 -9.4067e-02 -2.4028e-01 -4.5314e-01 -5.5129e-02 +5.1514e-01 +2.6254e-01 -7.1755e-01 -1.8747e-01
45 +5.054834287e+02 +5.054834287e+02 +5.755134287e+02 +5.755134287e+02 -4.2782e-02 +2.7637e-01 -5.0140e-01 +5.9767e-01 +2.0258e-01 -6.1105e-01 +2.4158e-01 +7.2504e-03 +9.1443e-02 -8.8965e-02 -1.4667e-01 +2.3115e-01 +5.5519e-02 -2.8944e-01 -4.2503e-01 -4.0212e-03 +3.6252e-01 +6.2336e-01 -9.4382e-01 -6.8648e-01
60 +4.975513864e+02 +4.975513864e+02 +5.675813864e+02 +5.675813864e+02 +7.4990e-02 -3.6396e-02 -6.7002e-01 +4.5166e-01 -3.0190e-01 -2.1584e-01 +3.0753e-01 +3.8682e-01 -1.6161e-01 -3.1694e-01 -6.4063e-02 +1.0900e-01 +8.4810e-02 -4.5366e-01 -1.5241e-01 -1.8468e-01 -1.8231e-02 +5.6910e-01 -1.1855e+00 -7.2089e-01
64 +4.890282752e+02 +4.890282752e+02 +5.590582752e+02 +5.590582752e+02 +3.5820e-01 -1.4603e-01 -7.8178e-01 +5.6255e-01 -1.7261e-01 -5.3073e-01 +5.0369e-01 +1.7681e-01 -3.6947e-01 -4.1947e-01 +1.5365e-02 +1.9482e-01 +1.8202e-01 -4.1798e-01 -5.8549e-01 -3.6423e-02 +3.1877e-01 +7.9815e-01 -8.2299e-01 -5.2570e-01
79 +4.676704447e+02 +4.676704447e+02 +5.377004447e+02 +5.377004447e+02 +2.2025e-01 -3.8003e-01 -1.0644e+00 +1.9431e-01 -5.3689e-01 -6.6122e-01 +1.7031e-01 +7.1840e-01 -5.5765e-02 -7.2185e-02 +6.3568e-01 +4.1437e-01 -7.9264e-02 -5.4219e-01 -3.7361e-01 -7.6585e-02 +6.0678e-02 +4.7976e-01 -1.1054e+00 -6.0791e-01
