% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3317 +2.660630540e+00 +2.660630540e+00 +9.530630540e+00 +9.530630540e+00 -1.6633e+00 -1.2111e+00 +2.7786e-01 +1.9855e-04 +1.0201e+00 -7.3371e-01 +1.5513e+00 -9.8824e-01 +3.0669e+00 -3.6726e+00 +1.1362e+00 +2.4072e+00 -2.9798e-01 +3.5702e-02 +4.0769e+00 -1.1002e+00 -1.6755e+00 +1.9743e+00 -8.6619e-01 -4.1826e-01
3318 +2.619429435e+00 +2.619429435e+00 +9.489429435e+00 +9.489429435e+00 -1.6667e+00 -1.1474e+00 +2.8819e-01 +6.9077e-03 +1.0341e+00 -7.3196e-01 +1.5631e+00 -9.7553e-01 +3.0702e+00 -3.6586e+00 +1.1650e+00 +2.3877e+00 -3.1158e-01 +1.0633e-02 +4.0680e+00 -1.1096e+00 -1.6791e+00 +1.9765e+00 -8.6536e-01 -4.0706e-01
3360 +2.405400579e+00 +2.405400579e+00 +9.275400579e+00 +9.275400579e+00 -1.7004e+00 -1.1213e+00 +2.4134e-01 +1.9251e-02 +1.0607e+00 -7.4725e-01 +1.5689e+00 -9.7515e-01 +3.1014e+00 -3.6626e+00 +1.1484e+00 +2.3691e+00 -3.0059e-01 -3.1765e-03 +4.0487e+00 -1.0915e+00 -1.7078e+00 +1.9794e+00 -8.6422e-01 -3.8857e-01
3400 +2.353628145e+00 +2.353628145e+00 +9.223628145e+00 +9.223628145e+00 -1.6571e+00 -1.1274e+00 +2.8545e-01 +4.9387e-02 +1.0708e+00 -7.5483e-01 +1.5707e+00 -9.6735e-01 +3.0745e+00 -3.6735e+00 +1.1541e+00 +2.3790e+00 -3.1818e-01 +2.5355e-02 +4.0141e+00 -1.1075e+00 -1.6493e+00 +1.9792e+00 -8.6723e-01 -3.8494e-01
3409 +1.930544511e+00 +1.930544511e+00 +8.800544511e+00 +8.800544511e+00 -1.6698e+00 -1.1089e+00 +2.7469e-01 +3.3570e-02 +1.0693e+00 -7.7334e-01 +1.5759e+00 -9.6771e-01 +3.0707e+00 -3.6727e+00 +1.1375e+00 +2.3920e+00 -3.1586e-01 +1.1660e-02 +4.0071e+00 -1.1003e+00 -1.6660e+00 +1.9831e+00 -8.7119e-01 -3.9139e-01
3426 +1.698023522e+00 +1.698023522e+00 +8.568023522e+00 +8.568023522e+00 -1.6837e+00 -1.1461e+00 +2.9045e-01 +3.8966e-02 +1.0586e+00 -7.5807e-01 +1.5679e+00 -9.4084e-01 +3.0950e+00 -3.6718e+00 +1.1424e+00 +2.4036e+00 -3.1982e-01 +1.8980e-02 +4.0060e+00 -1.1051e+00 -1.6621e+00 +1.9774e+00 -8.5195e-01 -3.7865e-01
3461 +1.472997267e+00 +1.472997267e+00 +8.342997267e+00 +8.342997267e+00 -1.6950e+00 -1.1635e+00 +3.0219e-01 +4.1631e-02 +1.0661e+00 -7.4531e-01 +1.5588e+00 -9.4947e-01 +3.0796e+00 -3.6767e+00 +1.1392e+00 +2.3917e+00 -3.0389e-01 +1.9888e-02 +4.0376e+00 -1.1109e+00 -1.6740e+00 +1.9808e+00 -8.6859e-01 -3.8817e-01
3487 +1.232933465e+00 +1.232933465e+00 +8.102933465e+00 +8.102933465e+00 -1.6846e+00 -1.1600e+00 +2.8385e-01 +4.3015e-02 +1.0604e+00 -7.4629e-01 +1.5647e+00 -9.5134e-01 +3.0781e+00 -3.6718e+00 +1.1622e+00 +2.3779e+00 -3.0995e-01 +1.3097e-02 +4.0163e+00 -1.1078e+00 -1.6799e+00 +1.9701e+00 -8.7214e-01 -3.7703e-01
3496 +1.121611865e+00 +1.121611865e+00 +7.991611865e+00 +7.991611865e+00 -1.6961e+00 -1.1724e+00 +2.8180e-01 +4.5949e-02 +1.0658e+00 -7.4491e-01 +1.5651e+00 -9.4788e-01 +3.0824e+00 -3.6736e+00 +1.1511e+00 +2.3850e+00 -3.0958e-01 +1.8843e-02 +4.0214e+00 -1.0983e+00 -1.6771e+00 +1.9648e+00 -8.6831e-01 -3.8676e-01
3503 +9.919164673e-01 +9.919164673e-01 +7.861916467e+00 +7.861916467e+00 -1.6919e+00 -1.1689e+00 +2.8410e-01 +4.3914e-02 +1.0616e+00 -7.4689e-01 +1.5733e+00 -9.4559e-01 +3.0764e+00 -3.6736e+00 +1.1386e+00 +2.3873e+00 -3.1112e-01 +7.1887e-03 +4.0246e+00 -1.1009e+00 -1.6791e+00 +1.9678e+00 -8.6781e-01 -3.8660e-01
3556 +7.240969553e-01 +7.240969553e-01 +7.594096955e+00 +7.594096955e+00 -1.6947e+00 -1.1623e+00 +2.9496e-01 +4.1580e-02 +1.0623e+00 -7.5379e-01 +1.5722e+00 -9.5242e-01 +3.0754e+00 -3.6725e+00 +1.1451e+00 +2.3776e+00 -3.1853e-01 +7.1037e-03 +4.0399e+00 -1.1010e+00 -1.6692e+00 +1.9729e+00 -8.6449e-01 -3.7912e-01
3596 +7.079405496e-01 +7.079405496e-01 +7.577940550e+00 +7.577940550e+00 -1.7054e+00 -1.1784e+00 +2.7799e-01 +4.5872e-02 +1.0704e+00 -7.5571e-01 +1.5655e+00 -9.5395e-01 +3.0755e+00 -3.6680e+00 +1.1487e+00 +2.3809e+00 -3.0962e-01 +1.2858e-02 +4.0364e+00 -1.1092e+00 -1.6613e+00 +1.9737e+00 -8.6647e-01 -3.8006e-01
3653 +6.540890802e-01 +6.540890802e-01 +7.524089080e+00 +7.524089080e+00 -1.7078e+00 -1.1632e+00 +2.7820e-01 +4.6445e-02 +1.0637e+00 -7.5006e-01 +1.5678e+00 -9.5241e-01 +3.0727e+00 -3.6682e+00 +1.1477e+00 +2.3786e+00 -3.1455e-01 +1.5137e-02 +4.0232e+00 -1.1011e+00 -1.6589e+00 +1.9691e+00 -8.6121e-01 -3.8867e-01
3676 +5.351208260e-01 +5.351208260e-01 +7.405120826e+00 +7.405120826e+00 -1.7077e+00 -1.1568e+00 +2.7946e-01 +5.1913e-02 +1.0658e+00 -7.5297e-01 +1.5670e+00 -9.5131e-01 +3.0730e+00 -3.6672e+00 +1.1459e+00 +2.3722e+00 -3.0903e-01 +1.3206e-02 +4.0182e+00 -1.0989e+00 -1.6625e+00 +1.9718e+00 -8.6502e-01 -3.8864e-01
3707 +5.225489180e-01 +5.225489180e-01 +7.392548918e+00 +7.392548918e+00 -1.7035e+00 -1.1617e+00 +2.7936e-01 +5.0230e-02 +1.0658e+00 -7.4911e-01 +1.5702e+00 -9.5234e-01 +3.0722e+00 -3.6667e+00 +1.1459e+00 +2.3778e+00 -3.1511e-01 +1.4746e-02 +4.0196e+00 -1.0938e+00 -1.6646e+00 +1.9743e+00 -8.6473e-01 -3.9547e-01
3726 +3.765003348e-01 +3.765003348e-01 +7.246500335e+00 +7.246500335e+00 -1.7016e+00 -1.1645e+00 +2.8183e-01 +5.2021e-02 +1.0650e+00 -7.4870e-01 +1.5699e+00 -9.5126e-01 +3.0696e+00 -3.6692e+00 +1.1462e+00 +2.3818e+00 -3.1634e-01 +1.4055e-02 +4.0216e+00 -1.0949e+00 -1.6632e+00 +1.9730e+00 -8.6616e-01 -3.9292e-01
3917 +3.626260530e-01 +3.626260530e-01 +7.232626053e+00 +7.232626053e+00 -1.6972e+00 -1.1725e+00 +2.8453e-01 +5.5890e-02 +1.0634e+00 -7.5299e-01 +1.5762e+00 -9.5508e-01 +3.0719e+00 -3.6673e+00 +1.1429e+00 +2.3782e+00 -3.1671e-01 +1.8550e-02 +4.0194e+00 -1.0919e+00 -1.6595e+00 +1.9761e+00 -8.6747e-01 -3.8923e-01
3961 +3.505091385e-01 +3.505091385e-01 +7.220509139e+00 +7.220509139e+00 -1.6959e+00 -1.1707e+00 +2.8227e-01 +5.5503e-02 +1.0629e+00 -7.5292e-01 +1.5766e+00 -9.5569e-01 +3.0721e+00 -3.6670e+00 +1.1442e+00 +2.3819e+00 -3.1588e-01 +1.8245e-02 +4.0198e+00 -1.0918e+00 -1.6615e+00 +1.9752e+00 -8.6754e-01 -3.9116e-01
3969 +3.432749963e-01 +3.432749963e-01 +7.213274996e+00 +7.213274996e+00 -1.6972e+00 -1.1690e+00 +2.8257e-01 +5.4327e-02 +1.0633e+00 -7.5222e-01 +1.5758e+00 -9.5599e-01 +3.0715e+00 -3.6667e+00 +1.1441e+00 +2.3799e+00 -3.1567e-01 +1.8882e-02 +4.0204e+00 -1.0923e+00 -1.6599e+00 +1.9754e+00 -8.6787e-01 -3.9182e-01
3970 +3.286085993e-01 +3.286085993e-01 +7.198608599e+00 +7.198608599e+00 -1.6962e+00 -1.1704e+00 +2.8421e-01 +5.4037e-02 +1.0632e+00 -7.5248e-01 +1.5765e+00 -9.5608e-01 +3.0715e+00 -3.6671e+00 +1.1447e+00 +2.3797e+00 -3.1501e-01 +1.7951e-02 +4.0203e+00 -1.0914e+00 -1.6601e+00 +1.9759e+00 -8.6784e-01 -3.9091e-01
3994 +3.234721066e-01 +3.234721066e-01 +7.193472107e+00 +7.193472107e+00 -1.6946e+00 -1.1708e+00 +2.8456e-01 +5.5193e-02 +1.0648e+00 -7.5128e-01 +1.5761e+00 -9.5521e-01 +3.0719e+00 -3.6655e+00 +1.1429e+00 +2.3807e+00 -3.1542e-01 +1.7321e-02 +4.0204e+00 -1.0895e+00 -1.6591e+00 +1.9750e+00 -8.6759e-01 -3.9022e-01
4002 +3.017730963e-01 +3.017730963e-01 +7.171773096e+00 +7.171773096e+00 -1.6960e+00 -1.1715e+00 +2.8383e-01 +5.4788e-02 +1.0649e+00 -7.5037e-01 +1.5764e+00 -9.5487e-01 +3.0719e+00 -3.6660e+00 +1.1436e+00 +2.3805e+00 -3.1443e-01 +1.8503e-02 +4.0195e+00 -1.0911e+00 -1.6603e+00 +1.9754e+00 -8.6709e-01 -3.9166e-01
4013 +2.882375725e-01 +2.882375725e-01 +7.158237573e+00 +7.158237573e+00 -1.6957e+00 -1.1701e+00 +2.8367e-01 +5.4872e-02 +1.0650e+00 -7.5195e-01 +1.5766e+00 -9.5571e-01 +3.0715e+00 -3.6658e+00 +1.1436e+00 +2.3798e+00 -3.1404e-01 +1.7952e-02 +4.0199e+00 -1.0916e+00 -1.6602e+00 +1.9757e+00 -8.6752e-01 -3.9007e-01
4096 +2.803816069e-01 +2.803816069e-01 +7.150381607e+00 +7.150381607e+00 -1.6947e+00 -1.1678e+00 +2.8514e-01 +5.5288e-02 +1.0655e+00 -7.4994e-01 +1.5765e+00 -9.5763e-01 +3.0724e+00 -3.6647e+00 +1.1441e+00 +2.3790e+00 -3.1337e-01 +1.8272e-02 +4.0203e+00 -1.0905e+00 -1.6596e+00 +1.9770e+00 -8.6762e-01 -3.9155e-01
4117 +2.486101112e-01 +2.486101112e-01 +7.118610111e+00 +7.118610111e+00 -1.6948e+00 -1.1696e+00 +2.8496e-01 +5.5527e-02 +1.0646e+00 -7.5034e-01 +1.5775e+00 -9.5667e-01 +3.0718e+00 -3.6652e+00 +1.1434e+00 +2.3790e+00 -3.1399e-01 +1.8508e-02 +4.0201e+00 -1.0903e+00 -1.6602e+00 +1.9764e+00 -8.6709e-01 -3.9162e-01
4130 +2.451280778e-01 +2.451280778e-01 +7.115128078e+00 +7.115128078e+00 -1.6952e+00 -1.1694e+00 +2.8397e-01 +5.5380e-02 +1.0646e+00 -7.5068e-01 +1.5771e+00 -9.5707e-01 +3.0733e+00 -3.6648e+00 +1.1444e+00 +2.3792e+00 -3.1367e-01 +1.8638e-02 +4.0206e+00 -1.0909e+00 -1.6600e+00 +1.9761e+00 -8.6691e-01 -3.9160e-01
4134 +2.292157612e-01 +2.292157612e-01 +7.099215761e+00 +7.099215761e+00 -1.6953e+00 -1.1692e+00 +2.8407e-01 +5.5976e-02 +1.0652e+00 -7.5084e-01 +1.5772e+00 -9.5649e-01 +3.0731e+00 -3.6648e+00 +1.1437e+00 +2.3785e+00 -3.1356e-01 +1.8673e-02 +4.0196e+00 -1.0905e+00 -1.6599e+00 +1.9762e+00 -8.6690e-01 -3.9151e-01
4240 +2.197676094e-01 +2.197676094e-01 +7.089767609e+00 +7.089767609e+00 -1.6947e+00 -1.1685e+00 +2.8553e-01 +5.5246e-02 +1.0654e+00 -7.5096e-01 +1.5775e+00 -9.5671e-01 +3.0744e+00 -3.6654e+00 +1.1436e+00 +2.3784e+00 -3.1374e-01 +1.9140e-02 +4.0223e+00 -1.0912e+00 -1.6592e+00 +1.9762e+00 -8.6706e-01 -3.9154e-01
4251 +2.187597598e-01 +2.187597598e-01 +7.088759760e+00 +7.088759760e+00 -1.6947e+00 -1.1688e+00 +2.8515e-01 +5.5318e-02 +1.0656e+00 -7.5096e-01 +1.5774e+00 -9.5666e-01 +3.0743e+00 -3.6653e+00 +1.1435e+00 +2.3784e+00 -3.1390e-01 +1.8984e-02 +4.0220e+00 -1.0908e+00 -1.6593e+00 +1.9763e+00 -8.6695e-01 -3.9161e-01
4330 +2.080361488e-01 +2.080361488e-01 +7.078036149e+00 +7.078036149e+00 -1.6944e+00 -1.1683e+00 +2.8526e-01 +5.5840e-02 +1.0650e+00 -7.5097e-01 +1.5773e+00 -9.5659e-01 +3.0746e+00 -3.6653e+00 +1.1433e+00 +2.3786e+00 -3.1379e-01 +1.8817e-02 +4.0219e+00 -1.0911e+00 -1.6591e+00 +1.9768e+00 -8.6703e-01 -3.9141e-01
4404 +2.006461937e-01 +2.006461937e-01 +7.070646194e+00 +7.070646194e+00 -1.6945e+00 -1.1681e+00 +2.8541e-01 +5.5623e-02 +1.0651e+00 -7.5117e-01 +1.5775e+00 -9.5680e-01 +3.0748e+00 -3.6653e+00 +1.1429e+00 +2.3787e+00 -3.1410e-01 +1.8696e-02 +4.0223e+00 -1.0910e+00 -1.6588e+00 +1.9767e+00 -8.6696e-01 -3.9122e-01
4495 +1.975747263e-01 +1.975747263e-01 +7.067574726e+00 +7.067574726e+00 -1.6948e+00 -1.1683e+00 +2.8549e-01 +5.5597e-02 +1.0651e+00 -7.5113e-01 +1.5774e+00 -9.5661e-01 +3.0748e+00 -3.6653e+00 +1.1432e+00 +2.3782e+00 -3.1418e-01 +1.8797e-02 +4.0224e+00 -1.0907e+00 -1.6586e+00 +1.9768e+00 -8.6705e-01 -3.9120e-01
4545 +1.933706623e-01 +1.933706623e-01 +7.063370662e+00 +7.063370662e+00 -1.6947e+00 -1.1684e+00 +2.8557e-01 +5.5693e-02 +1.0650e+00 -7.5116e-01 +1.5775e+00 -9.5659e-01 +3.0750e+00 -3.6653e+00 +1.1433e+00 +2.3780e+00 -3.1417e-01 +1.8964e-02 +4.0226e+00 -1.0907e+00 -1.6586e+00 +1.9769e+00 -8.6701e-01 -3.9130e-01
4643 +1.890654390e-01 +1.890654390e-01 +7.059065439e+00 +7.059065439e+00 -1.6947e+00 -1.1684e+00 +2.8578e-01 +5.5790e-02 +1.0650e+00 -7.5113e-01 +1.5775e+00 -9.5671e-01 +3.0748e+00 -3.6654e+00 +1.1433e+00 +2.3779e+00 -3.1447e-01 +1.9108e-02 +4.0226e+00 -1.0905e+00 -1.6582e+00 +1.9769e+00 -8.6702e-01 -3.9143e-01
4749 +1.855107040e-01 +1.855107040e-01 +7.055510704e+00 +7.055510704e+00 -1.6947e+00 -1.1680e+00 +2.8607e-01 +5.5817e-02 +1.0652e+00 -7.5114e-01 +1.5773e+00 -9.5661e-01 +3.0750e+00 -3.6656e+00 +1.1431e+00 +2.3778e+00 -3.1458e-01 +1.9180e-02 +4.0230e+00 -1.0905e+00 -1.6579e+00 +1.9770e+00 -8.6704e-01 -3.9154e-01
4813 +1.805064483e-01 +1.805064483e-01 +7.050506448e+00 +7.050506448e+00 -1.6946e+00 -1.1678e+00 +2.8595e-01 +5.6019e-02 +1.0653e+00 -7.5106e-01 +1.5773e+00 -9.5657e-01 +3.0750e+00 -3.6655e+00 +1.1431e+00 +2.3784e+00 -3.1473e-01 +1.9133e-02 +4.0230e+00 -1.0904e+00 -1.6577e+00 +1.9770e+00 -8.6706e-01 -3.9173e-01
5018 +1.776049623e-01 +1.776049623e-01 +7.047604962e+00 +7.047604962e+00 -1.6946e+00 -1.1679e+00 +2.8605e-01 +5.5985e-02 +1.0653e+00 -7.5102e-01 +1.5774e+00 -9.5673e-01 +3.0750e+00 -3.6655e+00 +1.1431e+00 +2.3783e+00 -3.1463e-01 +1.9168e-02 +4.0231e+00 -1.0905e+00 -1.6577e+00 +1.9771e+00 -8.6694e-01 -3.9169e-01
5116 +1.733621595e-01 +1.733621595e-01 +7.043362160e+00 +7.043362160e+00 -1.6946e+00 -1.1679e+00 +2.8613e-01 +5.6018e-02 +1.0653e+00 -7.5099e-01 +1.5775e+00 -9.5678e-01 +3.0750e+00 -3.6655e+00 +1.1431e+00 +2.3782e+00 -3.1461e-01 +1.9143e-02 +4.0231e+00 -1.0905e+00 -1.6577e+00 +1.9771e+00 -8.6693e-01 -3.9170e-01
5540 +1.697584925e-01 +1.697584925e-01 +7.039758493e+00 +7.039758493e+00 -1.6945e+00 -1.1679e+00 +2.8620e-01 +5.6105e-02 +1.0653e+00 -7.5094e-01 +1.5775e+00 -9.5673e-01 +3.0751e+00 -3.6655e+00 +1.1431e+00 +2.3781e+00 -3.1460e-01 +1.9244e-02 +4.0231e+00 -1.0905e+00 -1.6576e+00 +1.9771e+00 -8.6693e-01 -3.9175e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.774411099e+00 +9.774411099e+00 +9.784411099e+00 +9.784411099e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +9.705147347e+00 +9.705147347e+00 +9.715147347e+00 +9.715147347e+00 -3.1758e-01 -1.2545e-01 +1.2480e-02 -3.7051e-01 -9.8292e-02 +1.1884e-01 +1.2758e-01 -3.0941e-01 +1.3071e-01 -4.7983e-03 +1.4601e-01 -2.1814e-01 +1.0462e-01 -1.6093e-01 +4.9300e-02 +4.7442e-02 +1.1398e-01 -2.0700e-01 +3.7850e-02 +1.3821e-02
5 +8.508318177e+00 +8.508318177e+00 +8.518318177e+00 +8.518318177e+00 +2.7735e-03 +2.2656e-01 +2.1691e-01 -1.0230e-01 -8.9082e-02 +4.6888e-01 -1.0932e-01 +7.2241e-02 -1.7156e-02 +7.1270e-02 -1.1458e-01 -3.0077e-02 +1.3855e-01 -1.1186e-02 +3.0127e-01 +1.5212e-01 -2.7821e-02 -2.3352e-01 -5.2594e-02 -3.1116e-01
15 +7.659409407e+00 +7.659409407e+00 +7.669409407e+00 +7.669409407e+00 +2.3322e-01 +1.5024e-01 -8.2973e-02 -2.2812e-01 -1.0623e-01 +3.3510e-01 -2.6592e-01 +1.6746e-01 +9.8137e-02 +1.8623e-01 +9.2000e-02 +2.4627e-01 -2.4125e-01 +2.8902e-03 +2.0668e-01 +1.2914e-01 +1.3163e-01 -3.0621e-01 +2.2654e-01 -5.3455e-02
48 +7.368678283e+00 +7.368678283e+00 +7.378678283e+00 +7.378678283e+00 +7.2807e-01 -3.2037e-01 -4.2143e-02 -6.2657e-01 -3.7344e-01 +2.4516e-01 -8.9966e-02 -1.6917e-02 -3.7293e-01 +9.4278e-01 +4.9066e-01 +6.6329e-01 +2.8687e-01 -2.9234e-01 +1.1645e-01 -4.0382e-03 -3.0465e-01 -1.2161e-01 +1.1023e-01 -8.8404e-01
127 +6.412407050e+00 +6.412407050e+00 +6.422407050e+00 +6.422407050e+00 +1.1040e+00 +2.4087e-01 +5.8846e-01 -4.1371e-01 -4.8206e-01 -4.0322e-01 +1.7868e-01 -7.9225e-02 -1.2613e-01 +1.0692e+00 +7.7682e-01 +2.3350e-01 +4.5522e-01 +4.4808e-01 +1.2977e+00 +2.9817e-01 -4.4596e-01 -5.4863e-01 +1.2713e-02 -7.5209e-01
157 +5.040936043e+00 +5.040936043e+00 +5.050936043e+00 +5.050936043e+00 +1.8560e+00 -2.1215e-01 +4.9302e-01 -1.9835e-01 -3.1348e-01 -1.2678e-02 +1.3060e-01 -4.0569e-01 -1.0728e+00 +1.0103e+00 +1.0541e+00 +1.2373e-01 +9.0578e-02 +3.3110e-01 +1.3871e+00 +2.9810e-01 -2.1789e-02 -1.0914e+00 -3.1543e-03 -8.2658e-01
203 +4.115494008e+00 +4.115494008e+00 +4.125494008e+00 +4.125494008e+00 +1.9630e+00 -1.1465e-01 +4.8145e-01 -3.6304e-01 -1.6501e-01 +4.9179e-01 -9.4549e-02 +8.0202e-03 -1.2458e+00 +8.8877e-01 +5.2315e-01 +7.2285e-01 -2.7560e-01 +3.8231e-01 +1.2931e+00 -5.8880e-01 -2.3223e-01 -9.1073e-01 -3.1684e-03 -9.2488e-01
1123 +3.879849875e+00 +3.879849875e+00 +3.889849875e+00 +3.889849875e+00 +2.3206e+00 +1.6069e+00 +3.9431e-01 -2.3903e-01 +1.0085e-01 -3.0740e-01 +1.6555e+00 -1.5617e+00 -1.1757e+00 -4.1583e-01 +8.3298e-01 -4.5416e-01 +1.1275e+00 -3.4670e+00 +2.3470e+00 +7.5582e-01 +3.0712e-01 +2.7186e-01 -1.2314e+00 +4.3708e-01
4078 +3.436657599e+00 +3.436657599e+00 +3.446657599e+00 +3.446657599e+00 +2.7132e+00 -2.0926e+00 -1.3968e+00 -1.4056e+00 -4.9198e-02 +1.7386e+00 -1.9991e+00 -8.3725e-01 +4.2880e+00 -2.7491e+00 +5.4619e-01 +2.5180e+00 +1.3519e-01 -2.6315e+00 +2.7801e+00 -2.1260e-01 +1.4459e+00 +8.2263e-01 -1.0766e+00 -3.8319e+00
4347 +2.568684106e+00 +2.568684106e+00 +2.578684106e+00 +2.578684106e+00 +2.4759e+00 -2.0885e+00 -1.2393e+00 -1.4293e+00 +1.3182e-01 +1.6235e+00 -2.1691e+00 -8.2423e-01 +4.0418e+00 -1.5002e+00 +7.3317e-01 +2.1537e+00 +6.4164e-02 -2.0337e+00 +2.5164e+00 -3.5081e-01 +1.6747e+00 +8.7116e-01 -9.4100e-01 -3.9923e+00
6754 +2.317737496e+00 +2.317737496e+00 +2.327737496e+00 +2.327737496e+00 -9.1703e-01 -3.4934e+00 -6.5268e-01 -2.4570e+00 +4.3805e-02 +2.4382e+00 -2.3773e+00 +5.5387e-01 +2.1024e+00 -2.2365e+00 +2.2026e+00 +1.3556e+00 +1.8554e+00 -1.4604e+00 +2.3247e+00 -4.0995e+00 +1.1914e+00 +5.4992e+00 -1.0777e+00 -5.6013e+00
