% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
173 +1.113934686e+03 +1.113934686e+03 +1.143904686e+03 +1.143904686e+03 +5.9120e-02 -6.2539e-01 -1.8049e+00 +1.2503e+00 +1.1944e+00 +1.9093e-01 -2.2120e+00 -2.5540e+00 -5.8116e-01 -7.3675e-01 +1.7302e+00 -6.3310e-02 +2.3293e+00 +4.2051e-01 -7.1677e-01 +9.4767e-01 -1.3457e+00 -6.7216e-01 +1.8873e+00 -1.1750e+00
180 +1.029363126e+03 +1.029363126e+03 +1.059333126e+03 +1.059333126e+03 +8.4719e-01 -3.8324e-01 -1.9159e+00 +4.7788e-01 +9.2295e-01 +3.0323e-01 -3.0298e+00 -2.3156e+00 -1.0466e-01 -7.6412e-01 +1.2162e+00 -4.6089e-01 +3.0197e+00 +6.0488e-02 -4.6371e-01 +9.8785e-01 -1.7342e+00 +1.3620e-01 +1.6481e+00 -1.0905e+00
186 +1.002611276e+03 +1.002611276e+03 +1.032581276e+03 +1.032581276e+03 +8.8895e-01 -6.5779e-01 -2.6224e+00 -2.9438e-01 +8.2721e-01 +7.3540e-01 -3.0337e+00 -2.9621e+00 -4.9072e-01 -4.7370e-01 +1.2793e+00 -3.0054e-01 +2.8052e+00 -1.6209e-03 +5.0825e-01 +1.1284e+00 -7.2806e-01 -2.9244e-01 +1.3191e+00 -9.2753e-01
194 +9.415483330e+02 +9.415483330e+02 +9.715183330e+02 +9.715183330e+02 +1.5780e+00 -1.0888e+00 -2.8237e+00 -6.0682e-01 +1.3472e-01 +6.4258e-01 -3.1259e+00 -3.6606e+00 -7.1389e-01 -5.8159e-01 +7.2771e-01 -9.4983e-02 +2.3582e+00 +5.4793e-01 +2.2972e-02 +1.9530e+00 -1.3929e+00 -3.4911e-01 +1.7766e+00 -1.1157e+00
211 +8.468802916e+02 +8.468802916e+02 +8.768502916e+02 +8.768502916e+02 +2.3448e+00 -1.3945e+00 -3.0392e+00 -4.6708e-01 +1.0182e+00 +1.7195e+00 -2.6610e+00 -1.7424e+00 -6.6042e-01 -4.9382e-01 +3.5291e-01 +2.5846e-01 +2.4812e+00 +1.3766e+00 -7.3768e-02 +1.1934e+00 -1.7161e+00 -1.0340e+00 +9.3103e-01 -1.3906e+00
218 +8.087855034e+02 +8.087855034e+02 +8.387555034e+02 +8.387555034e+02 +1.7427e+00 -4.4846e-01 -3.1593e+00 -9.2337e-01 +1.9245e+00 +1.8895e+00 -2.2108e+00 -2.5232e+00 -3.2752e-02 -1.7761e-01 -3.5041e-01 -1.9307e-01 +3.0446e+00 +1.7577e+00 -1.3675e-02 +2.2619e+00 -7.8849e-01 -1.0352e+00 +2.2373e-01 -1.8908e+00
247 +6.999266468e+02 +6.999266468e+02 +7.298966468e+02 +7.298966468e+02 +2.5528e+00 +3.9306e-01 -3.1022e+00 -1.4577e+00 +2.3134e+00 +7.3901e-01 -3.7966e+00 -4.0169e+00 -5.9040e-01 -7.4262e-01 +5.5232e-02 -1.4095e-01 +3.0123e+00 +1.1006e+00 -1.7698e+00 +2.6603e+00 -1.5777e+00 -6.5967e-01 +5.2519e-01 -1.6831e+00
255 +6.532082889e+02 +6.532082889e+02 +6.831782889e+02 +6.831782889e+02 +3.0640e+00 +3.1192e-01 -2.9505e+00 -2.0318e+00 +1.9038e+00 +9.5814e-01 -3.9457e+00 -3.5548e+00 -2.1173e-01 -6.5086e-01 +3.3768e-02 -6.5581e-03 +2.6771e+00 +1.6054e+00 -1.3353e+00 +3.0451e+00 -2.0323e+00 -1.5973e-01 +1.2837e+00 -2.4139e+00
262 +6.415767900e+02 +6.415767900e+02 +6.715467900e+02 +6.715467900e+02 +1.7124e+00 -2.9166e-01 -2.8573e+00 -1.7689e+00 +1.6684e+00 +8.9756e-01 -3.8302e+00 -4.2906e+00 +3.6112e-01 -9.6374e-01 +1.4182e+00 -1.0740e-01 +4.2723e+00 +8.8058e-01 -1.4475e+00 +3.1444e+00 -2.6206e+00 -3.2827e-01 +1.1940e+00 -1.3144e+00
320 +6.007523264e+02 +6.007523264e+02 +6.307223264e+02 +6.307223264e+02 +1.8216e+00 -1.4370e+00 -2.5028e+00 -1.4480e+00 +1.3762e+00 +2.0133e+00 -3.4964e+00 -4.2254e+00 +3.8272e-01 -3.0122e-01 +2.6836e-01 -6.4976e-01 +4.7065e+00 +1.8545e+00 -1.5218e+00 +3.2396e+00 -3.2592e+00 -1.1621e-02 -5.6988e-01 -2.2316e+00
333 +5.636255722e+02 +5.636255722e+02 +5.935955722e+02 +5.935955722e+02 +1.3271e+00 -1.4844e+00 -2.1208e+00 -2.3757e+00 +1.3053e+00 +1.9044e+00 -3.4815e+00 -3.6831e+00 +7.4462e-01 -5.1128e-01 -1.3554e-02 -1.2583e+00 +3.5795e+00 +1.8126e+00 -1.3375e+00 +3.1667e+00 -2.8095e+00 -3.3474e-01 +1.1770e+00 -1.9221e+00
404 +5.621713598e+02 +5.621713598e+02 +5.921413598e+02 +5.921413598e+02 -2.2955e-01 -1.9055e+00 -3.0842e+00 -1.3877e+00 +2.5419e+00 +2.4205e+00 -4.9124e+00 -2.3537e+00 +1.1357e+00 -4.5705e-04 +8.7781e-01 -6.2078e-01 +4.4474e+00 +2.7485e+00 -1.5824e+00 +2.4457e+00 -2.1355e+00 +4.9894e-02 +1.5283e+00 -2.8126e+00
413 +5.419793309e+02 +5.419793309e+02 +5.719493309e+02 +5.719493309e+02 -1.8462e-01 -2.1511e+00 -2.9066e+00 -9.5010e-01 +2.6444e+00 +2.2814e+00 -3.4716e+00 -2.0471e+00 +1.6180e+00 -5.6490e-01 +9.9266e-01 -3.3820e-01 +4.0401e+00 +2.7548e+00 -1.2079e+00 +2.7406e+00 -2.7016e+00 +1.1107e-01 +1.6307e+00 -2.8444e+00
446 +5.184905782e+02 +5.184905782e+02 +5.484605782e+02 +5.484605782e+02 +2.9494e-03 -1.3624e+00 -3.2837e+00 -4.4165e-01 +2.9535e+00 +2.3925e+00 -2.9006e+00 -2.1318e+00 +1.2344e+00 -7.2554e-01 +1.1964e+00 -5.8737e-01 +4.6004e+00 +2.6264e+00 -1.6200e+00 +2.7052e+00 -2.1869e+00 +1.2926e-01 +7.8123e-01 -3.3613e+00
460 +4.751139890e+02 +4.751139890e+02 +5.050839890e+02 +5.050839890e+02 +7.5343e-01 -1.4184e+00 -3.2083e+00 -4.6246e-01 +2.3797e+00 +2.3974e+00 -3.1070e+00 -2.6628e+00 +4.4079e-01 -5.8976e-01 +1.3676e+00 -6.3717e-01 +5.0458e+00 +2.5396e+00 -9.8805e-01 +2.8092e+00 -2.7474e+00 +8.7552e-02 +1.1427e+00 -2.9905e+00
469 +4.670834074e+02 +4.670834074e+02 +4.970534074e+02 +4.970534074e+02 +6.1114e-01 -1.2765e+00 -3.5681e+00 -6.6806e-01 +2.7210e+00 +2.7264e+00 -3.3003e+00 -2.6303e+00 +6.3861e-01 -3.5112e-01 +1.1513e+00 -7.0572e-01 +4.5460e+00 +2.8547e+00 -1.4651e+00 +3.4977e+00 -2.1084e+00 -5.3467e-01 +8.5063e-01 -3.1459e+00
477 +4.290792774e+02 +4.290792774e+02 +4.590492774e+02 +4.590492774e+02 +1.2040e+00 -1.1431e+00 -3.0300e+00 -4.9240e-01 +2.2828e+00 +2.2372e+00 -3.4420e+00 -2.6273e+00 +1.1095e+00 -8.4897e-01 +1.3631e+00 -7.7247e-01 +4.5512e+00 +2.0187e+00 -1.3161e+00 +3.4499e+00 -2.9094e+00 -7.9629e-01 +1.0132e+00 -2.6550e+00
489 +4.259569173e+02 +4.259569173e+02 +4.559269173e+02 +4.559269173e+02 +8.1797e-01 -1.0676e+00 -3.7569e+00 -7.3345e-01 +2.7922e+00 +2.6139e+00 -3.9501e+00 -2.7788e+00 +9.8278e-01 -1.3298e+00 +1.5992e+00 -3.5282e-01 +4.2177e+00 +2.4060e+00 -1.1605e+00 +3.0076e+00 -2.7833e+00 -2.5693e-01 +7.2138e-02 -3.0125e+00
491 +4.159393480e+02 +4.159393480e+02 +4.459093480e+02 +4.459093480e+02 +4.3710e-01 -1.3792e+00 -3.2507e+00 -1.1640e+00 +2.6591e+00 +2.4055e+00 -3.7291e+00 -2.8142e+00 +1.5313e-01 -1.0453e+00 +1.7372e+00 -4.7454e-01 +4.2163e+00 +3.0436e+00 -1.4020e+00 +3.1401e+00 -2.7767e+00 -3.6256e-01 +8.4960e-01 -2.9447e+00
498 +3.967880013e+02 +3.967880013e+02 +4.267580013e+02 +4.267580013e+02 +1.0155e+00 -1.0569e+00 -3.5752e+00 -6.6588e-01 +2.8891e+00 +2.3220e+00 -3.6475e+00 -3.0700e+00 +3.6587e-01 -1.1271e+00 +1.2959e+00 -6.9625e-01 +4.3278e+00 +2.4348e+00 -1.4739e+00 +3.2419e+00 -3.0604e+00 +2.5986e-02 +5.3255e-01 -2.6096e+00
560 +3.855488526e+02 +3.855488526e+02 +4.155188526e+02 +4.155188526e+02 -1.8682e-02 -1.4682e+00 -4.1881e+00 -1.1484e+00 +2.9444e+00 +2.4052e+00 -3.4837e+00 -3.0990e+00 +2.5068e-01 -1.3461e+00 +9.5389e-01 -6.8243e-01 +4.3937e+00 +3.0246e+00 -1.3636e+00 +3.0146e+00 -3.2791e+00 +1.9792e-01 +1.0486e+00 -3.1433e+00
589 +3.536665556e+02 +3.536665556e+02 +3.836365556e+02 +3.836365556e+02 +4.1173e-01 -1.8441e+00 -4.5076e+00 -1.3201e+00 +3.4049e+00 +2.5499e+00 -3.5293e+00 -2.8587e+00 +7.6772e-01 -1.6299e+00 +5.0939e-01 -7.3403e-01 +4.4143e+00 +2.9288e+00 -1.4975e+00 +2.9110e+00 -3.4296e+00 +2.0831e-01 +1.2361e+00 -3.5652e+00
601 +3.265078533e+02 +3.265078533e+02 +3.564778533e+02 +3.564778533e+02 +5.5991e-01 -1.7998e+00 -4.7124e+00 -1.5334e+00 +3.3059e+00 +2.6233e+00 -3.6627e+00 -2.9295e+00 +3.6311e-01 -1.5782e+00 +5.9460e-01 -6.3005e-01 +4.2802e+00 +2.6326e+00 -1.3905e+00 +2.6145e+00 -3.1171e+00 +1.0766e-01 +8.3520e-01 -3.6906e+00
613 +3.212862251e+02 +3.212862251e+02 +3.512562251e+02 +3.512562251e+02 +3.8666e-01 -1.7348e+00 -4.2403e+00 -2.1430e+00 +3.3450e+00 +2.6159e+00 -3.4188e+00 -2.7253e+00 +2.8796e-01 -1.5849e+00 +6.8865e-01 -6.2483e-01 +4.5797e+00 +2.6857e+00 -1.3198e+00 +2.4851e+00 -3.2279e+00 -1.8401e-01 +9.7252e-01 -3.4497e+00
614 +3.041647833e+02 +3.041647833e+02 +3.341347833e+02 +3.341347833e+02 +2.6739e-01 -1.9430e+00 -4.2714e+00 -1.3892e+00 +3.1415e+00 +2.6728e+00 -3.5656e+00 -3.4237e+00 +5.1633e-01 -1.3646e+00 +6.1294e-01 -6.6576e-01 +4.4924e+00 +2.7377e+00 -1.4095e+00 +2.4408e+00 -3.4576e+00 -3.5187e-02 +9.0326e-01 -3.5151e+00
627 +2.927129341e+02 +2.927129341e+02 +3.226829341e+02 +3.226829341e+02 +2.4069e-01 -1.8900e+00 -4.1093e+00 -1.8627e+00 +2.7937e+00 +2.8967e+00 -3.3315e+00 -2.9859e+00 +2.1518e-01 -1.5427e+00 +7.2141e-01 -6.2752e-01 +4.6761e+00 +2.6323e+00 -1.2403e+00 +2.6342e+00 -3.2854e+00 -2.4110e-01 +1.2429e+00 -3.6103e+00
629 +2.638517228e+02 +2.638517228e+02 +2.938217228e+02 +2.938217228e+02 +2.5158e-01 -1.9431e+00 -3.9081e+00 -1.7963e+00 +3.0581e+00 +2.7520e+00 -3.8765e+00 -3.0711e+00 +2.9916e-01 -1.4618e+00 +6.7053e-01 -7.5173e-01 +4.5944e+00 +2.9425e+00 -1.3313e+00 +2.4003e+00 -3.4030e+00 -2.0374e-01 +1.0922e+00 -3.5379e+00
650 +2.565025980e+02 +2.565025980e+02 +2.864725980e+02 +2.864725980e+02 +8.2367e-01 -1.7445e+00 -4.1693e+00 -1.9751e+00 +3.0224e+00 +2.9653e+00 -3.9338e+00 -3.3540e+00 +4.4231e-01 -1.3301e+00 +7.3475e-01 -8.3568e-01 +4.5630e+00 +2.7389e+00 -1.7420e+00 +2.4598e+00 -2.9051e+00 -1.8473e-01 +1.1126e+00 -3.9426e+00
673 +2.352265147e+02 +2.352265147e+02 +2.651965147e+02 +2.651965147e+02 +5.7781e-01 -1.7898e+00 -4.2470e+00 -1.9786e+00 +3.1258e+00 +3.0127e+00 -3.7415e+00 -3.2970e+00 +6.1511e-01 -1.5536e+00 +9.8742e-01 -9.9831e-01 +4.7373e+00 +2.6629e+00 -1.5700e+00 +2.3145e+00 -2.6480e+00 -1.8866e-01 +1.2472e+00 -3.6695e+00
693 +2.125898436e+02 +2.125898436e+02 +2.425598436e+02 +2.425598436e+02 +8.0821e-01 -1.6694e+00 -4.0564e+00 -1.8551e+00 +2.8835e+00 +2.7540e+00 -4.1419e+00 -3.1822e+00 +3.1011e-01 -1.4615e+00 +1.0558e+00 -8.6118e-01 +4.6249e+00 +2.3825e+00 -1.4811e+00 +2.5806e+00 -3.3152e+00 -2.8284e-01 +1.1601e+00 -3.6430e+00
719 +2.000355347e+02 +2.000355347e+02 +2.300055347e+02 +2.300055347e+02 +6.8859e-01 -1.5639e+00 -3.9004e+00 -1.7011e+00 +2.8293e+00 +2.8727e+00 -4.3813e+00 -3.2364e+00 +4.7882e-01 -1.6571e+00 +1.3519e+00 -9.4026e-01 +4.5053e+00 +2.4960e+00 -1.6987e+00 +2.6589e+00 -2.9171e+00 -3.8554e-01 +1.1263e+00 -3.6521e+00
741 +1.841487078e+02 +1.841487078e+02 +2.141187078e+02 +2.141187078e+02 +7.0754e-01 -1.5777e+00 -3.7884e+00 -1.4409e+00 +2.9851e+00 +2.8102e+00 -4.1166e+00 -3.4283e+00 +3.5211e-01 -1.7530e+00 +1.1664e+00 -1.0035e+00 +4.4048e+00 +2.4702e+00 -1.7111e+00 +2.5115e+00 -2.8803e+00 -4.9824e-01 +1.2549e+00 -3.7449e+00
765 +1.765058792e+02 +1.765058792e+02 +2.064758792e+02 +2.064758792e+02 +5.1805e-01 -1.7174e+00 -3.5954e+00 -1.6493e+00 +2.7895e+00 +2.7995e+00 -3.6641e+00 -3.3839e+00 +4.4796e-01 -1.7554e+00 +1.0429e+00 -1.1373e+00 +4.4465e+00 +2.3873e+00 -1.5299e+00 +2.6747e+00 -3.2060e+00 -5.8184e-01 +1.0875e+00 -3.6463e+00
777 +1.671671402e+02 +1.671671402e+02 +1.971371402e+02 +1.971371402e+02 +6.8680e-01 -1.7376e+00 -3.7120e+00 -1.5603e+00 +2.7894e+00 +3.0911e+00 -3.7098e+00 -3.5862e+00 +5.1151e-01 -1.8419e+00 +1.1697e+00 -1.1370e+00 +4.2728e+00 +2.3907e+00 -1.6902e+00 +2.4980e+00 -3.1704e+00 -5.2622e-01 +1.2296e+00 -3.4395e+00
780 +1.511821040e+02 +1.511821040e+02 +1.811521040e+02 +1.811521040e+02 +7.3507e-01 -1.6194e+00 -3.6964e+00 -1.7364e+00 +2.6855e+00 +3.0882e+00 -3.7770e+00 -3.4625e+00 +5.4031e-01 -1.9010e+00 +1.2600e+00 -1.2633e+00 +4.4628e+00 +2.1931e+00 -1.6219e+00 +2.5251e+00 -2.9234e+00 -5.7877e-01 +1.2238e+00 -3.5833e+00
786 +1.476099943e+02 +1.476099943e+02 +1.775799943e+02 +1.775799943e+02 +6.9498e-01 -1.5817e+00 -3.7889e+00 -1.9831e+00 +2.7480e+00 +3.1885e+00 -3.6958e+00 -3.5598e+00 +5.5215e-01 -1.8293e+00 +1.0796e+00 -1.2739e+00 +4.3670e+00 +2.3239e+00 -1.4505e+00 +2.3483e+00 -2.8042e+00 -4.4889e-01 +1.2848e+00 -3.4784e+00
787 +1.408619464e+02 +1.408619464e+02 +1.708319464e+02 +1.708319464e+02 +8.6670e-01 -1.6500e+00 -3.6497e+00 -1.8101e+00 +2.8094e+00 +3.1621e+00 -4.1843e+00 -3.4957e+00 +3.8710e-01 -1.8550e+00 +1.3302e+00 -1.2170e+00 +4.3919e+00 +2.2690e+00 -1.6261e+00 +2.4075e+00 -2.9434e+00 -4.6999e-01 +1.2775e+00 -3.5527e+00
788 +1.316492023e+02 +1.316492023e+02 +1.616192023e+02 +1.616192023e+02 +7.8805e-01 -1.7048e+00 -3.7424e+00 -1.9294e+00 +2.7276e+00 +3.2308e+00 -3.8791e+00 -3.3665e+00 +5.3033e-01 -1.6662e+00 +1.1742e+00 -1.2415e+00 +4.2829e+00 +2.2557e+00 -1.6296e+00 +2.4046e+00 -2.8733e+00 -4.1562e-01 +1.2107e+00 -3.4101e+00
813 +1.240499028e+02 +1.240499028e+02 +1.540199028e+02 +1.540199028e+02 +6.9876e-01 -1.4985e+00 -3.5676e+00 -1.9571e+00 +2.9751e+00 +3.1618e+00 -4.0151e+00 -3.4474e+00 +4.4528e-01 -2.0606e+00 +1.0104e+00 -1.2475e+00 +4.2056e+00 +2.2518e+00 -1.6314e+00 +2.5048e+00 -2.9131e+00 -2.7244e-01 +1.2911e+00 -3.4857e+00
848 +1.180753131e+02 +1.180753131e+02 +1.480453131e+02 +1.480453131e+02 +9.1264e-01 -1.5729e+00 -4.0040e+00 -1.8757e+00 +3.0134e+00 +3.0258e+00 -3.7921e+00 -3.3280e+00 +5.6931e-01 -1.9877e+00 +1.2746e+00 -1.4181e+00 +4.1477e+00 +2.4461e+00 -1.5832e+00 +2.5486e+00 -2.8659e+00 -4.2563e-01 +1.3314e+00 -3.5678e+00
896 +1.169487879e+02 +1.169487879e+02 +1.469187879e+02 +1.469187879e+02 +8.7039e-01 -1.8724e+00 -3.7464e+00 -2.0162e+00 +2.9416e+00 +3.1369e+00 -3.7190e+00 -3.4504e+00 +4.6565e-01 -2.1513e+00 +1.0450e+00 -1.2843e+00 +4.0063e+00 +2.2709e+00 -1.4936e+00 +2.7210e+00 -2.9746e+00 -1.3374e-01 +1.4799e+00 -3.5178e+00
903 +1.102444989e+02 +1.102444989e+02 +1.402144989e+02 +1.402144989e+02 +8.7572e-01 -1.7855e+00 -3.6193e+00 -1.9784e+00 +2.8975e+00 +2.9796e+00 -3.7810e+00 -3.5050e+00 +5.0370e-01 -2.1015e+00 +1.0145e+00 -1.3601e+00 +3.9755e+00 +2.4129e+00 -1.3579e+00 +2.5462e+00 -3.1318e+00 -2.7985e-01 +1.4450e+00 -3.5154e+00
905 +1.093386805e+02 +1.093386805e+02 +1.393086805e+02 +1.393086805e+02 +9.0035e-01 -1.9058e+00 -3.6943e+00 -1.9279e+00 +2.9467e+00 +2.9057e+00 -3.8847e+00 -3.4277e+00 +6.7712e-01 -2.0709e+00 +1.0904e+00 -1.2927e+00 +4.0075e+00 +2.1746e+00 -1.4710e+00 +2.7453e+00 -2.9489e+00 -3.1944e-01 +1.6053e+00 -3.3288e+00
906 +1.023008712e+02 +1.023008712e+02 +1.322708712e+02 +1.322708712e+02 +8.5517e-01 -1.7093e+00 -3.6815e+00 -1.9285e+00 +2.8884e+00 +2.9718e+00 -3.7701e+00 -3.3551e+00 +4.7945e-01 -1.9917e+00 +9.9783e-01 -1.3373e+00 +4.0565e+00 +2.2198e+00 -1.3356e+00 +2.6237e+00 -3.0602e+00 -3.4001e-01 +1.5288e+00 -3.3414e+00
916 +9.372060075e+01 +9.372060075e+01 +1.236906007e+02 +1.236906007e+02 +7.9573e-01 -1.9034e+00 -3.5743e+00 -1.9790e+00 +2.8731e+00 +2.9804e+00 -3.9512e+00 -3.3039e+00 +5.4682e-01 -2.0564e+00 +9.5515e-01 -1.3242e+00 +4.0324e+00 +2.3491e+00 -1.3221e+00 +2.6639e+00 -3.1233e+00 -4.4605e-01 +1.4975e+00 -3.4210e+00
921 +9.024233368e+01 +9.024233368e+01 +1.202123337e+02 +1.202123337e+02 +9.8528e-01 -1.7694e+00 -3.4946e+00 -2.0313e+00 +2.9778e+00 +2.9500e+00 -3.8464e+00 -3.4359e+00 +4.9144e-01 -2.0754e+00 +1.0173e+00 -1.3792e+00 +3.9857e+00 +2.3115e+00 -1.2646e+00 +2.6782e+00 -3.0599e+00 -3.6508e-01 +1.5087e+00 -3.3531e+00
937 +8.860125328e+01 +8.860125328e+01 +1.185712533e+02 +1.185712533e+02 +8.9701e-01 -1.6828e+00 -3.5955e+00 -1.9352e+00 +2.9423e+00 +3.0246e+00 -3.9465e+00 -3.3094e+00 +5.2790e-01 -2.0413e+00 +1.0518e+00 -1.3932e+00 +4.0702e+00 +2.3487e+00 -1.3018e+00 +2.5849e+00 -2.9997e+00 -3.9070e-01 +1.3304e+00 -3.4024e+00
966 +7.890999933e+01 +7.890999933e+01 +1.088799993e+02 +1.088799993e+02 +1.0780e+00 -1.7622e+00 -3.4802e+00 -2.0857e+00 +2.9250e+00 +2.9494e+00 -3.8531e+00 -3.2572e+00 +5.2532e-01 -2.0866e+00 +9.2806e-01 -1.3852e+00 +3.9259e+00 +2.2856e+00 -1.3845e+00 +2.6626e+00 -2.9387e+00 -3.9091e-01 +1.4540e+00 -3.2918e+00
