% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1622 +1.805353992e+02 +1.805353992e+02 +2.831453992e+02 +2.831453992e+02 +2.5344e+00 +6.9769e-01 -5.0389e-01 +2.3411e+00 -6.8153e-01 +1.0554e-01 -2.3618e+00 -2.0777e+00 -5.5719e-01 +1.1989e+00 -1.6227e+00 -2.0990e+00 -1.1067e+00 +5.8726e-01 -1.3120e+00 +1.9528e-02 -1.2615e+00 -2.1097e+00 +1.0067e+00 +1.4253e+00
6005 +1.720214711e+02 +1.720214711e+02 +2.746314711e+02 +2.746314711e+02 +2.9450e+00 +3.0700e-01 -5.4434e-01 +3.0590e+00 -4.4948e-01 -6.1886e-01 -1.7621e+00 +3.3928e-01 -1.1602e-01 +1.5576e+00 -5.8523e-01 -2.5143e+00 -2.9399e+00 +5.8817e-01 -9.5597e-02 +3.9518e-01 -2.8013e+00 -9.8201e-01 +1.7978e+00 +3.2046e+00
6056 +1.656332558e+02 +1.656332558e+02 +2.682432558e+02 +2.682432558e+02 +2.9667e+00 +3.1014e-01 -5.4302e-01 +3.0643e+00 -4.1895e-01 -6.5457e-01 -1.7753e+00 +3.5190e-01 -1.0921e-01 +1.5843e+00 -6.0046e-01 -2.5377e+00 -2.9431e+00 +5.9070e-01 -1.0279e-01 +3.9882e-01 -2.7919e+00 -9.5988e-01 +1.8026e+00 +3.1868e+00
6116 +1.573156817e+02 +1.573156817e+02 +2.599256817e+02 +2.599256817e+02 +2.9587e+00 +2.9634e-01 -5.4506e-01 +3.0763e+00 -4.6817e-01 -6.4497e-01 -1.7840e+00 +3.6980e-01 -1.1187e-01 +1.5830e+00 -6.0292e-01 -2.5126e+00 -2.9261e+00 +5.9297e-01 -9.8549e-02 +4.1543e-01 -2.7831e+00 -9.4639e-01 +1.7930e+00 +3.1850e+00
6137 +1.468793191e+02 +1.468793191e+02 +2.494893191e+02 +2.494893191e+02 +2.9478e+00 +2.9851e-01 -5.4853e-01 +3.0904e+00 -4.5065e-01 -6.4085e-01 -1.7796e+00 +3.6004e-01 -1.2065e-01 +1.5799e+00 -6.0482e-01 -2.5125e+00 -2.9261e+00 +5.8692e-01 -1.1422e-01 +3.9860e-01 -2.7807e+00 -9.5726e-01 +1.7933e+00 +3.1848e+00
6229 +1.443196740e+02 +1.443196740e+02 +2.469296740e+02 +2.469296740e+02 +2.9742e+00 +2.8961e-01 -5.4707e-01 +3.0944e+00 -4.2020e-01 -6.6447e-01 -1.7478e+00 +3.4238e-01 -1.2443e-01 +1.5780e+00 -5.9177e-01 -2.5111e+00 -2.9320e+00 +5.9301e-01 -1.2306e-01 +3.9321e-01 -2.7860e+00 -9.4486e-01 +1.7971e+00 +3.2292e+00
6237 +1.389728517e+02 +1.389728517e+02 +2.415828517e+02 +2.415828517e+02 +2.9779e+00 +2.9129e-01 -5.4440e-01 +3.0818e+00 -4.3156e-01 -6.5865e-01 -1.7507e+00 +3.4477e-01 -1.2653e-01 +1.5792e+00 -5.9127e-01 -2.5075e+00 -2.9270e+00 +5.9223e-01 -1.1772e-01 +4.0224e-01 -2.7851e+00 -9.5204e-01 +1.8027e+00 +3.2210e+00
6307 +1.364255975e+02 +1.364255975e+02 +2.390355975e+02 +2.390355975e+02 +2.9678e+00 +2.9285e-01 -5.4616e-01 +3.0778e+00 -4.4686e-01 -6.4645e-01 -1.7564e+00 +3.5666e-01 -1.2943e-01 +1.5868e+00 -5.9960e-01 -2.5082e+00 -2.9218e+00 +5.9379e-01 -1.1145e-01 +3.9557e-01 -2.7887e+00 -9.3884e-01 +1.8026e+00 +3.2001e+00
6325 +1.338230079e+02 +1.338230079e+02 +2.364330079e+02 +2.364330079e+02 +2.9681e+00 +2.9406e-01 -5.4538e-01 +3.0845e+00 -4.4767e-01 -6.4235e-01 -1.7498e+00 +3.5365e-01 -1.3106e-01 +1.5804e+00 -5.9367e-01 -2.5050e+00 -2.9188e+00 +5.9089e-01 -1.0959e-01 +3.9829e-01 -2.7922e+00 -9.4597e-01 +1.8041e+00 +3.2048e+00
6368 +1.314652548e+02 +1.314652548e+02 +2.340752548e+02 +2.340752548e+02 +2.9658e+00 +2.9204e-01 -5.4491e-01 +3.0864e+00 -4.4750e-01 -6.3785e-01 -1.7567e+00 +3.5136e-01 -1.3291e-01 +1.5776e+00 -5.9841e-01 -2.4988e+00 -2.9233e+00 +5.9138e-01 -1.1790e-01 +3.9683e-01 -2.7941e+00 -9.5103e-01 +1.8045e+00 +3.1996e+00
6454 +1.284845660e+02 +1.284845660e+02 +2.310945660e+02 +2.310945660e+02 +2.9680e+00 +2.9058e-01 -5.4663e-01 +3.0795e+00 -4.4345e-01 -6.3763e-01 -1.7477e+00 +3.5211e-01 -1.3502e-01 +1.5667e+00 -5.9494e-01 -2.5048e+00 -2.9277e+00 +5.9426e-01 -1.2040e-01 +3.9619e-01 -2.7980e+00 -9.4634e-01 +1.8016e+00 +3.2101e+00
6489 +1.258909797e+02 +1.258909797e+02 +2.285009797e+02 +2.285009797e+02 +2.9662e+00 +2.9427e-01 -5.4312e-01 +3.0772e+00 -4.5396e-01 -6.3627e-01 -1.7532e+00 +3.4791e-01 -1.3646e-01 +1.5641e+00 -5.9342e-01 -2.5015e+00 -2.9316e+00 +5.9390e-01 -1.2081e-01 +4.0062e-01 -2.8118e+00 -9.4757e-01 +1.8066e+00 +3.2114e+00
6581 +1.221921215e+02 +1.221921215e+02 +2.248021215e+02 +2.248021215e+02 +2.9736e+00 +3.0046e-01 -5.4710e-01 +3.0776e+00 -4.5885e-01 -6.2738e-01 -1.7465e+00 +3.5205e-01 -1.3543e-01 +1.5687e+00 -5.8992e-01 -2.4996e+00 -2.9277e+00 +6.0039e-01 -1.2469e-01 +3.9408e-01 -2.8134e+00 -9.4085e-01 +1.8072e+00 +3.2024e+00
6641 +1.198942901e+02 +1.198942901e+02 +2.225042901e+02 +2.225042901e+02 +2.9634e+00 +2.9936e-01 -5.5015e-01 +3.0813e+00 -4.5897e-01 -6.3089e-01 -1.7466e+00 +3.4923e-01 -1.3792e-01 +1.5664e+00 -5.9559e-01 -2.4921e+00 -2.9266e+00 +6.0039e-01 -1.2183e-01 +3.9007e-01 -2.8197e+00 -9.4485e-01 +1.8102e+00 +3.2026e+00
6785 +1.173166535e+02 +1.173166535e+02 +2.199266535e+02 +2.199266535e+02 +2.9714e+00 +3.0328e-01 -5.5211e-01 +3.0799e+00 -4.6325e-01 -6.2563e-01 -1.7625e+00 +3.4721e-01 -1.4612e-01 +1.5505e+00 -5.9644e-01 -2.4912e+00 -2.9277e+00 +5.9712e-01 -1.1778e-01 +3.9236e-01 -2.8376e+00 -9.3584e-01 +1.8050e+00 +3.2019e+00
7007 +1.147152761e+02 +1.147152761e+02 +2.173252761e+02 +2.173252761e+02 +2.9726e+00 +3.1156e-01 -5.5722e-01 +3.0768e+00 -4.6324e-01 -6.2964e-01 -1.7536e+00 +3.4989e-01 -1.4998e-01 +1.5471e+00 -5.8766e-01 -2.4943e+00 -2.9205e+00 +5.9845e-01 -1.1129e-01 +3.9137e-01 -2.8400e+00 -9.4045e-01 +1.8001e+00 +3.1993e+00
7182 +1.120692792e+02 +1.120692792e+02 +2.146792792e+02 +2.146792792e+02 +2.9728e+00 +3.1849e-01 -5.5908e-01 +3.0811e+00 -4.7088e-01 -6.3287e-01 -1.7541e+00 +3.4943e-01 -1.5231e-01 +1.5470e+00 -5.8395e-01 -2.4890e+00 -2.9226e+00 +6.0479e-01 -1.0877e-01 +3.9318e-01 -2.8497e+00 -9.3991e-01 +1.8012e+00 +3.1996e+00
7651 +1.096257401e+02 +1.096257401e+02 +2.122357401e+02 +2.122357401e+02 +2.9728e+00 +3.2843e-01 -5.5706e-01 +3.0798e+00 -4.7508e-01 -6.2673e-01 -1.7494e+00 +3.5173e-01 -1.6228e-01 +1.5384e+00 -5.7997e-01 -2.4883e+00 -2.9190e+00 +6.1484e-01 -1.0099e-01 +3.8864e-01 -2.8552e+00 -9.3385e-01 +1.7983e+00 +3.2036e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.422558314e+02 +3.422558314e+02 +4.355558314e+02 +4.355558314e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +3.163578300e+02 +3.163578300e+02 +4.096578300e+02 +4.096578300e+02 -5.7522e-01 -1.2260e-01 -3.4623e-01 -6.8178e-02 +9.3025e-02 +1.6029e-01 -6.5362e-03 +3.7676e-01 +2.0031e-02 -3.2581e-01 -2.2139e-02 +2.7754e-01 -4.6538e-02 -8.6220e-02 -2.1742e-01 -4.3775e-02 +9.2935e-02 -4.9405e-02 +2.3650e-01 +5.8455e-03
8 +2.628823566e+02 +2.628823566e+02 +3.561823566e+02 +3.561823566e+02 -2.9105e-01 +3.1069e-01 -1.2016e-02 +4.8941e-02 -5.9476e-02 -9.4816e-02 -2.9374e-01 +1.5256e-01 -2.3611e-01 +8.4610e-02 +1.5626e-01 +1.1682e-01 +2.2582e-01 +3.3447e-01 +1.9812e-01 -4.2547e-01 +1.3846e-01 -8.4032e-02 +4.0990e-02 -2.8580e-01
49 +2.356650598e+02 +2.356650598e+02 +3.289650598e+02 +3.289650598e+02 -1.7132e-01 +4.2541e-01 +1.8079e-01 -4.8506e-01 +4.3530e-03 -1.0063e-01 -5.0451e-01 +8.9306e-01 -5.3731e-01 +4.1417e-01 -5.1226e-01 -8.6362e-02 +4.8389e-01 -3.3256e-01 +4.6468e-01 -3.1061e-01 -1.7949e-01 -5.3965e-01 -4.9921e-02 -3.8010e-01
328 +2.309066540e+02 +2.309066540e+02 +3.242066540e+02 +3.242066540e+02 -1.5921e-02 -1.7006e-02 -3.7623e-01 -4.6124e-01 +9.5935e-01 +4.8746e-01 -2.2384e+00 -1.9566e-01 -1.0062e+00 -1.0935e+00 -1.0616e+00 -1.8582e-01 +3.3914e-01 +4.0921e-01 +4.8206e-01 -8.7096e-01 -5.6014e-01 -3.4832e-03 -1.0815e+00 -1.4660e+00
450 +2.274442537e+02 +2.274442537e+02 +3.207442537e+02 +3.207442537e+02 +1.9167e-03 -6.0318e-02 -7.7426e-01 -7.0781e-01 +7.5113e-01 +1.1648e+00 -2.9442e+00 -6.4958e-01 -1.0394e+00 -1.3876e+00 -9.3954e-01 -7.3034e-01 +6.4204e-01 +3.6393e-01 +5.1498e-01 -1.1587e+00 -3.9130e-01 -1.7876e-02 -1.4802e+00 -1.6718e+00
829 +2.091458714e+02 +2.091458714e+02 +3.024458714e+02 +3.024458714e+02 -2.4944e-01 -1.7891e-01 -8.7928e-01 -5.9423e-01 +9.0721e-01 +1.1014e+00 -2.7281e+00 -5.5199e-01 -1.3643e+00 -1.0189e+00 -8.7092e-01 -2.9142e-01 +3.8399e-01 +3.3154e-01 +3.6834e-01 -1.2711e+00 -5.2969e-01 +8.5842e-02 -1.2058e+00 -1.4818e+00
990 +2.041909684e+02 +2.041909684e+02 +2.974909684e+02 +2.974909684e+02 -2.7887e-01 -1.6074e-01 -8.9424e-01 -5.3797e-01 +8.5568e-01 +1.1572e+00 -2.7996e+00 -5.2696e-01 -1.3074e+00 -9.3088e-01 -8.7187e-01 -1.8900e-01 +3.4757e-01 +3.3633e-01 +2.9057e-01 -1.2362e+00 -5.1136e-01 +7.0510e-02 -1.1724e+00 -1.5104e+00
1079 +1.908277203e+02 +1.908277203e+02 +2.841277203e+02 +2.841277203e+02 -3.0665e-01 -2.1539e-01 -9.4066e-01 -5.7529e-01 +7.9634e-01 +1.1768e+00 -2.8062e+00 -5.1491e-01 -1.3244e+00 -9.7671e-01 -8.3160e-01 -2.4014e-01 +3.8638e-01 +3.5508e-01 +2.4039e-01 -1.2950e+00 -5.0477e-01 +4.9957e-02 -1.2322e+00 -1.5344e+00
1099 +1.859212898e+02 +1.859212898e+02 +2.792212898e+02 +2.792212898e+02 -3.1769e-01 -2.1017e-01 -9.5127e-01 -5.8765e-01 +7.7319e-01 +1.1809e+00 -2.8076e+00 -5.2790e-01 -1.3390e+00 -1.0066e+00 -8.3376e-01 -1.9910e-01 +3.7920e-01 +3.3998e-01 +2.4132e-01 -1.2792e+00 -5.1508e-01 +7.2610e-02 -1.2169e+00 -1.5372e+00
1141 +1.746628724e+02 +1.746628724e+02 +2.679628724e+02 +2.679628724e+02 -3.4411e-01 -2.0486e-01 -9.4679e-01 -5.8995e-01 +7.5043e-01 +1.1947e+00 -2.8110e+00 -5.1846e-01 -1.3146e+00 -1.0151e+00 -8.3090e-01 -1.8321e-01 +3.6043e-01 +3.2108e-01 +2.5200e-01 -1.2938e+00 -5.2957e-01 +7.5755e-02 -1.2437e+00 -1.5587e+00
1150 +1.698777952e+02 +1.698777952e+02 +2.631777952e+02 +2.631777952e+02 -3.5364e-01 -1.9809e-01 -9.4592e-01 -5.7923e-01 +7.4085e-01 +1.2044e+00 -2.8189e+00 -5.0881e-01 -1.2987e+00 -9.9979e-01 -8.4783e-01 -2.0699e-01 +3.6317e-01 +3.3035e-01 +2.3708e-01 -1.2836e+00 -5.1972e-01 +6.4084e-02 -1.2479e+00 -1.5610e+00
1163 +1.587835625e+02 +1.587835625e+02 +2.520835625e+02 +2.520835625e+02 -3.3887e-01 -1.9921e-01 -9.3556e-01 -5.8392e-01 +7.5849e-01 +1.1950e+00 -2.8278e+00 -5.0691e-01 -1.2869e+00 -1.0009e+00 -8.5207e-01 -1.9650e-01 +3.7641e-01 +3.2981e-01 +2.3629e-01 -1.2725e+00 -5.2715e-01 +6.1462e-02 -1.2256e+00 -1.5620e+00
1186 +1.571090399e+02 +1.571090399e+02 +2.504090399e+02 +2.504090399e+02 -3.4307e-01 -1.9841e-01 -9.2716e-01 -6.0318e-01 +7.3801e-01 +1.1808e+00 -2.8325e+00 -5.1344e-01 -1.3035e+00 -9.9546e-01 -8.6059e-01 -1.9479e-01 +3.8049e-01 +3.5232e-01 +2.2826e-01 -1.2888e+00 -5.4493e-01 +3.2514e-02 -1.2475e+00 -1.5619e+00
1187 +1.542754200e+02 +1.542754200e+02 +2.475754200e+02 +2.475754200e+02 -3.4121e-01 -1.8939e-01 -9.3069e-01 -5.9274e-01 +7.6219e-01 +1.2007e+00 -2.8112e+00 -5.0335e-01 -1.3131e+00 -9.8640e-01 -8.4094e-01 -2.2606e-01 +3.7852e-01 +3.4879e-01 +2.1012e-01 -1.2770e+00 -5.4114e-01 +3.8514e-02 -1.2382e+00 -1.5647e+00
1199 +1.495526121e+02 +1.495526121e+02 +2.428526121e+02 +2.428526121e+02 -3.5084e-01 -2.0502e-01 -9.4628e-01 -5.8551e-01 +7.4861e-01 +1.2091e+00 -2.8270e+00 -5.1572e-01 -1.2955e+00 -9.7016e-01 -8.5169e-01 -2.1019e-01 +3.7874e-01 +3.4775e-01 +2.0191e-01 -1.2966e+00 -5.4330e-01 +3.7107e-02 -1.2454e+00 -1.5518e+00
1213 +1.432158654e+02 +1.432158654e+02 +2.365158654e+02 +2.365158654e+02 -3.4983e-01 -1.9167e-01 -9.3151e-01 -5.8421e-01 +7.5289e-01 +1.2035e+00 -2.8305e+00 -5.3592e-01 -1.2945e+00 -9.6230e-01 -8.4066e-01 -2.0102e-01 +3.7372e-01 +3.5107e-01 +2.1330e-01 -1.2888e+00 -5.4461e-01 +3.7325e-02 -1.2443e+00 -1.5628e+00
1303 +1.409446923e+02 +1.409446923e+02 +2.342446923e+02 +2.342446923e+02 -3.3381e-01 -2.0002e-01 -9.4801e-01 -5.8375e-01 +7.3445e-01 +1.1821e+00 -2.8203e+00 -5.5209e-01 -1.3040e+00 -9.6173e-01 -8.3445e-01 -2.0848e-01 +3.7218e-01 +3.5096e-01 +2.0832e-01 -1.2953e+00 -5.5203e-01 +3.7282e-02 -1.2368e+00 -1.5658e+00
1314 +1.378888592e+02 +1.378888592e+02 +2.311888592e+02 +2.311888592e+02 -3.3431e-01 -1.9428e-01 -9.4816e-01 -5.7789e-01 +7.5265e-01 +1.1813e+00 -2.8300e+00 -5.5425e-01 -1.3073e+00 -9.6458e-01 -8.3357e-01 -2.1294e-01 +3.7210e-01 +3.5004e-01 +2.1200e-01 -1.3097e+00 -5.5558e-01 +3.8189e-02 -1.2372e+00 -1.5611e+00
1331 +1.327772923e+02 +1.327772923e+02 +2.260772923e+02 +2.260772923e+02 -3.3707e-01 -1.9080e-01 -9.3942e-01 -5.8654e-01 +7.4768e-01 +1.1757e+00 -2.8220e+00 -5.5104e-01 -1.3092e+00 -9.6642e-01 -8.3010e-01 -2.1186e-01 +3.8418e-01 +3.5199e-01 +2.1163e-01 -1.2983e+00 -5.5718e-01 +4.1932e-02 -1.2560e+00 -1.5608e+00
1349 +1.316083362e+02 +1.316083362e+02 +2.249083362e+02 +2.249083362e+02 -3.3529e-01 -1.9740e-01 -9.3385e-01 -5.8610e-01 +7.5708e-01 +1.1826e+00 -2.8183e+00 -5.4337e-01 -1.3105e+00 -9.6024e-01 -8.2297e-01 -2.2301e-01 +3.9425e-01 +3.5466e-01 +2.0744e-01 -1.2997e+00 -5.5522e-01 +4.5100e-02 -1.2531e+00 -1.5578e+00
1393 +1.288077779e+02 +1.288077779e+02 +2.221077779e+02 +2.221077779e+02 -3.3220e-01 -1.9499e-01 -9.4017e-01 -5.8999e-01 +7.6551e-01 +1.1828e+00 -2.8260e+00 -5.4457e-01 -1.3191e+00 -9.5842e-01 -8.3044e-01 -2.2683e-01 +4.0723e-01 +3.5505e-01 +1.9039e-01 -1.3077e+00 -5.5557e-01 +3.5654e-02 -1.2458e+00 -1.5546e+00
1409 +1.235277358e+02 +1.235277358e+02 +2.168277358e+02 +2.168277358e+02 -3.4031e-01 -1.8702e-01 -9.3145e-01 -5.8337e-01 +7.6552e-01 +1.1831e+00 -2.8206e+00 -5.3897e-01 -1.3134e+00 -9.6648e-01 -8.2707e-01 -2.2898e-01 +4.1162e-01 +3.4592e-01 +1.9890e-01 -1.3029e+00 -5.5709e-01 +3.5404e-02 -1.2624e+00 -1.5528e+00
1410 +1.224832288e+02 +1.224832288e+02 +2.157832288e+02 +2.157832288e+02 -3.2721e-01 -1.8704e-01 -9.3583e-01 -5.8404e-01 +7.6956e-01 +1.1849e+00 -2.8176e+00 -5.4285e-01 -1.3079e+00 -9.6267e-01 -8.2483e-01 -2.2388e-01 +4.0737e-01 +3.4713e-01 +2.0269e-01 -1.2983e+00 -5.6107e-01 +3.9707e-02 -1.2717e+00 -1.5478e+00
1462 +1.193764825e+02 +1.193764825e+02 +2.126764825e+02 +2.126764825e+02 -3.2991e-01 -1.8537e-01 -9.3801e-01 -5.8576e-01 +7.6807e-01 +1.1865e+00 -2.8238e+00 -5.4316e-01 -1.3264e+00 -9.6709e-01 -8.2932e-01 -2.1183e-01 +4.1091e-01 +3.4868e-01 +1.9916e-01 -1.2946e+00 -5.6488e-01 +4.0398e-02 -1.2695e+00 -1.5514e+00
1526 +1.173757355e+02 +1.173757355e+02 +2.106757355e+02 +2.106757355e+02 -3.3496e-01 -1.8818e-01 -9.3450e-01 -5.8906e-01 +7.6688e-01 +1.1931e+00 -2.8229e+00 -5.3509e-01 -1.3194e+00 -9.6098e-01 -8.3153e-01 -2.1578e-01 +4.1258e-01 +3.5270e-01 +1.9367e-01 -1.2994e+00 -5.6004e-01 +3.8571e-02 -1.2830e+00 -1.5530e+00
1698 +1.142344081e+02 +1.142344081e+02 +2.075344081e+02 +2.075344081e+02 -3.3909e-01 -1.8705e-01 -9.4171e-01 -5.9002e-01 +7.7088e-01 +1.1898e+00 -2.8283e+00 -5.3485e-01 -1.3297e+00 -9.6772e-01 -8.3280e-01 -2.1093e-01 +4.2144e-01 +3.4937e-01 +1.8296e-01 -1.2914e+00 -5.6073e-01 +2.7467e-02 -1.2852e+00 -1.5507e+00
1852 +1.119386541e+02 +1.119386541e+02 +2.052386541e+02 +2.052386541e+02 -3.2969e-01 -1.8807e-01 -9.4125e-01 -5.8665e-01 +7.7112e-01 +1.1889e+00 -2.8252e+00 -5.3629e-01 -1.3249e+00 -9.6176e-01 -8.3774e-01 -2.1728e-01 +4.2233e-01 +3.4223e-01 +1.8223e-01 -1.2897e+00 -5.6372e-01 +2.3776e-02 -1.2928e+00 -1.5479e+00
2034 +1.096032081e+02 +1.096032081e+02 +2.029032081e+02 +2.029032081e+02 -3.3053e-01 -1.8734e-01 -9.4230e-01 -5.8760e-01 +7.6421e-01 +1.1943e+00 -2.8216e+00 -5.4029e-01 -1.3247e+00 -9.5769e-01 -8.4151e-01 -2.1473e-01 +4.2569e-01 +3.3886e-01 +1.8017e-01 -1.2769e+00 -5.6435e-01 +2.3035e-02 -1.2999e+00 -1.5485e+00
2649 +1.071466733e+02 +1.071466733e+02 +2.004466733e+02 +2.004466733e+02 -3.2907e-01 -1.8559e-01 -9.4057e-01 -5.8747e-01 +7.7090e-01 +1.2012e+00 -2.8198e+00 -5.4063e-01 -1.3268e+00 -9.5830e-01 -8.4642e-01 -2.1737e-01 +4.2546e-01 +3.3619e-01 +1.7455e-01 -1.2682e+00 -5.6519e-01 +1.1015e-02 -1.3148e+00 -1.5366e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.271130175e+02 +3.271130175e+02 +3.407530175e+02 +3.407530175e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.993745460e+02 +2.993745460e+02 +3.130145460e+02 +3.130145460e+02 +2.2108e-01 -8.7866e-02 -3.1741e-01 -2.5715e-01 +2.4495e-01 -2.3396e-01 -1.9733e-01 +3.3406e-01 +7.9428e-02 +5.6065e-02 +5.0326e-02 -6.8975e-02 -2.4471e-01 +2.8137e-01 +8.0572e-02 -9.2912e-03 +1.9258e-01 -7.6275e-02 +9.2609e-02 -6.3565e-02
7 +2.316919277e+02 +2.316919277e+02 +2.453319277e+02 +2.453319277e+02 -3.4900e-01 -1.4228e-02 -1.2782e-01 +2.8687e-02 -2.5965e-01 +1.7913e-01 +1.7910e-01 -1.2335e-01 +4.8070e-02 +2.7602e-01 -2.4685e-01 -1.0896e-01 +5.3418e-02 +7.0693e-02 -2.5825e-01 +2.5279e-01 +3.0627e-02 -3.6680e-01 +2.7844e-01 -1.8137e-01
