% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
283 +1.908229858e+01 +1.908229858e+01 +5.986229858e+01 +5.986229858e+01 -1.0904e+00 -2.3563e+00 +3.6467e+00 +3.2499e-01 +2.0443e+00 +2.1867e+00 -1.4315e+00 +1.7239e+00 +2.8979e+00 +2.6196e-01 +7.9521e-02 +1.1571e+00 -1.3693e+00 +2.4399e+00 +2.3012e+00 +1.0101e+00 +1.5767e+00 +2.6681e+00 +2.1107e+00 +1.5061e-01
307 +1.804777170e+01 +1.804777170e+01 +5.882777170e+01 +5.882777170e+01 -5.2890e-01 -2.6430e+00 +3.6311e+00 +6.0249e-01 +2.1360e+00 +2.2855e+00 -1.9711e+00 +2.1870e+00 +3.5453e+00 -4.6124e-01 +3.3686e-01 +1.2661e+00 -1.9523e+00 +1.9574e+00 +1.4806e+00 +9.2644e-01 +1.4729e+00 +3.7391e+00 +1.5931e+00 +3.9209e-01
419 +1.724174153e+01 +1.724174153e+01 +5.802174153e+01 +5.802174153e+01 -5.3241e-01 -3.5171e+00 +3.8932e+00 -3.6009e-01 +3.2885e+00 +3.0139e+00 -1.7107e+00 +9.9639e-01 +2.9900e+00 -9.5175e-01 -2.3736e-01 +1.8022e+00 -2.2204e+00 +1.8611e+00 +1.3833e+00 +5.6784e-01 +2.2014e+00 +3.4678e+00 +1.7860e+00 +2.4157e-01
472 +1.593009338e+01 +1.593009338e+01 +5.671009338e+01 +5.671009338e+01 -8.4996e-02 -2.5652e+00 +4.4496e+00 -7.0131e-01 +2.7291e+00 +2.7990e+00 -1.9065e+00 +1.2791e+00 +2.9254e+00 -9.2198e-01 -1.8084e-01 +1.8384e+00 -2.4071e+00 +2.1995e+00 +1.6783e+00 +4.7252e-01 +1.6568e+00 +3.4069e+00 +1.2890e+00 +6.8599e-01
498 +1.571955454e+01 +1.571955454e+01 +5.649955454e+01 +5.649955454e+01 -2.1573e-01 -2.5025e+00 +4.4275e+00 -5.6017e-01 +2.6925e+00 +2.5583e+00 -1.6895e+00 +1.2200e+00 +3.0788e+00 -6.9035e-01 -1.4965e-01 +1.9803e+00 -2.6919e+00 +2.5943e+00 +1.9019e+00 -3.1635e-02 +1.4245e+00 +3.1571e+00 +1.2641e+00 +4.1304e-01
510 +1.516814822e+01 +1.516814822e+01 +5.594814822e+01 +5.594814822e+01 -6.4993e-02 -2.7428e+00 +4.6772e+00 -5.8345e-01 +2.8801e+00 +2.4383e+00 -1.6398e+00 +1.0945e+00 +3.2408e+00 -5.5398e-01 -3.9462e-01 +1.8662e+00 -2.3379e+00 +2.5120e+00 +2.1709e+00 +2.9910e-03 +1.5371e+00 +3.2776e+00 +1.4010e+00 +2.7297e-01
515 +1.412820179e+01 +1.412820179e+01 +5.490820179e+01 +5.490820179e+01 -1.0265e-01 -2.6382e+00 +4.6886e+00 -7.7669e-01 +2.8400e+00 +2.6351e+00 -1.5533e+00 +1.3419e+00 +3.0739e+00 -6.7047e-01 -3.2522e-01 +1.8287e+00 -2.3075e+00 +2.5466e+00 +2.1332e+00 -8.6629e-02 +1.6401e+00 +3.4749e+00 +1.4788e+00 +1.0991e-01
524 +1.405036498e+01 +1.405036498e+01 +5.483036498e+01 +5.483036498e+01 -4.3373e-02 -2.3870e+00 +4.7804e+00 -6.7959e-01 +2.5953e+00 +2.3920e+00 -1.7805e+00 +1.5713e+00 +3.1489e+00 -8.4093e-01 -2.8107e-01 +1.9147e+00 -2.4176e+00 +2.5682e+00 +2.1408e+00 +5.1076e-01 +1.6303e+00 +3.5880e+00 +1.4541e+00 -1.0192e-01
530 +1.345199734e+01 +1.345199734e+01 +5.423199734e+01 +5.423199734e+01 -3.4282e-02 -2.3542e+00 +4.5684e+00 -9.6069e-01 +2.7347e+00 +2.5615e+00 -1.7837e+00 +1.7871e+00 +3.1338e+00 -8.7739e-01 -2.2276e-01 +2.0781e+00 -2.3616e+00 +2.5225e+00 +2.0254e+00 +1.2513e-01 +2.0048e+00 +3.5197e+00 +1.2973e+00 -7.8256e-02
531 +1.317303190e+01 +1.317303190e+01 +5.395303190e+01 +5.395303190e+01 -9.6269e-03 -2.3344e+00 +4.5849e+00 -8.6569e-01 +2.6746e+00 +2.6821e+00 -1.5806e+00 +1.4924e+00 +3.2870e+00 -6.2173e-01 -3.1308e-01 +1.7806e+00 -2.7202e+00 +2.4436e+00 +2.2583e+00 +2.7824e-01 +1.6246e+00 +3.3498e+00 +1.6427e+00 -1.3105e-01
589 +1.240548907e+01 +1.240548907e+01 +5.318548907e+01 +5.318548907e+01 -2.7778e-01 -2.0476e+00 +4.2747e+00 -1.1457e+00 +3.1085e+00 +2.4751e+00 -1.5529e+00 +2.0620e+00 +3.4401e+00 -4.8960e-01 -1.5611e-01 +1.8065e+00 -2.4946e+00 +2.5402e+00 +2.6249e+00 +7.4236e-01 +1.9179e+00 +3.6560e+00 +1.9529e+00 -6.9640e-01
598 +1.213937757e+01 +1.213937757e+01 +5.291937757e+01 +5.291937757e+01 -3.1331e-01 -1.8968e+00 +4.3492e+00 -1.0964e+00 +2.9944e+00 +2.4187e+00 -1.2922e+00 +1.7603e+00 +3.4395e+00 -7.4649e-01 -1.7873e-01 +1.4584e+00 -2.4395e+00 +2.3137e+00 +2.4437e+00 +4.0424e-01 +1.7941e+00 +3.2971e+00 +1.7848e+00 -5.4347e-01
669 +1.180340085e+01 +1.180340085e+01 +5.258340085e+01 +5.258340085e+01 -4.2288e-01 -2.3171e+00 +4.3637e+00 -1.1584e+00 +2.8731e+00 +2.2916e+00 -9.1433e-01 +1.7937e+00 +3.4120e+00 -2.8805e-01 -6.4912e-01 +1.3443e+00 -2.2585e+00 +2.5721e+00 +2.6625e+00 +4.4670e-01 +1.7983e+00 +3.2151e+00 +2.1369e+00 -6.6379e-01
713 +1.156411976e+01 +1.156411976e+01 +5.234411976e+01 +5.234411976e+01 -3.7089e-01 -1.9318e+00 +4.3569e+00 -1.4038e+00 +3.0104e+00 +2.2483e+00 -1.1515e+00 +2.0906e+00 +3.4194e+00 -3.9859e-01 -5.3977e-01 +1.3974e+00 -2.3170e+00 +2.8127e+00 +2.5604e+00 +5.7441e-01 +2.0648e+00 +3.1942e+00 +2.0039e+00 -8.3401e-01
753 +1.144354793e+01 +1.144354793e+01 +5.222354793e+01 +5.222354793e+01 -4.5268e-01 -1.9619e+00 +4.2591e+00 -1.5267e+00 +3.0809e+00 +2.1385e+00 -1.0578e+00 +1.7633e+00 +3.3803e+00 -2.2789e-01 -3.6729e-01 +1.4037e+00 -2.3548e+00 +2.5711e+00 +2.3684e+00 +7.1224e-01 +1.9539e+00 +3.2449e+00 +2.0869e+00 -8.6176e-01
835 +1.119920207e+01 +1.119920207e+01 +5.197920207e+01 +5.197920207e+01 -1.7805e-01 -2.0624e+00 +4.1477e+00 -1.5418e+00 +3.0588e+00 +2.1863e+00 -1.1060e+00 +1.8008e+00 +3.4183e+00 -4.7946e-01 -4.5671e-01 +1.5622e+00 -2.2891e+00 +2.6086e+00 +2.4841e+00 +7.4411e-01 +1.8423e+00 +3.1409e+00 +1.9313e+00 -7.5094e-01
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.948683589e+01 +7.948683589e+01 +7.788683589e+01 +7.788683589e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +7.900891167e+01 +7.900891167e+01 +7.740891167e+01 +7.740891167e+01 +5.9065e-02 -1.9011e-01 -3.8394e-02 -3.8381e-01 -2.3982e-01 +2.9776e-02 -2.3245e-01 +1.8786e-01 +2.1365e-01 +3.8248e-01 -2.5141e-01 -2.5632e-01 -2.0969e-01 +3.0450e-01 +2.6784e-01 +1.8297e-01 -1.2993e-01 -1.7232e-01 +5.5455e-01 -5.1006e-02
19 +7.650349117e+01 +7.650349117e+01 +7.490349117e+01 +7.490349117e+01 +3.8653e-01 -1.6648e-01 -6.7370e-02 -9.3305e-01 -1.2572e-01 +2.9644e-02 -2.5989e-01 -4.0876e-02 -3.2635e-01 +4.0253e-02 -1.8694e-01 +2.0653e-02 -4.5099e-01 +2.1775e-01 -2.0443e-01 +1.9860e-01 -4.2219e-02 -3.3781e-02 +1.0855e-01 +5.3327e-02
31 +7.580441318e+01 +7.580441318e+01 +7.420441318e+01 +7.420441318e+01 +2.2381e-01 -8.0621e-02 -2.6308e-02 -4.9106e-01 -5.7956e-03 +1.4401e-01 +1.2035e-01 -1.2337e-01 -3.8542e-01 +4.9200e-01 -1.9950e-01 +1.2872e-02 -8.7868e-01 +3.6536e-01 -2.9338e-01 +5.2066e-01 -3.0501e-01 -1.5071e-01 -2.9627e-01 +2.4969e-02
50 +7.215093181e+01 +7.215093181e+01 +7.055093181e+01 +7.055093181e+01 +6.5626e-01 +7.8138e-01 -3.2973e-02 -1.1422e+00 -4.3608e-02 +3.7079e-01 -3.2394e-01 -1.3440e-01 -4.0883e-01 -1.1851e-01 -2.1463e-01 -1.2267e-01 -1.8127e+00 +5.6838e-01 -1.2608e-01 -6.7689e-02 -2.5029e-01 -1.7750e-01 +3.8101e-01 +6.4730e-02
73 +7.008849718e+01 +7.008849718e+01 +6.848849718e+01 +6.848849718e+01 +9.0820e-01 +4.5292e-01 +3.6990e-03 -1.1763e+00 -2.7949e-01 +3.7622e-01 +1.1262e-01 -3.9764e-01 -5.9564e-01 -2.2414e-01 -9.2852e-01 -4.4602e-02 -1.3221e+00 +3.1737e-01 -3.8163e-01 -2.6887e-02 -4.6415e-01 -1.6712e-01 +3.4849e-02 -1.4729e-01
91 +6.843385161e+01 +6.843385161e+01 +6.683385161e+01 +6.683385161e+01 +1.4430e+00 +2.2565e-01 -1.0728e-01 -9.8457e-01 -3.3738e-01 +7.4389e-01 +2.4949e-01 -9.1737e-01 -7.6567e-01 +1.1447e-02 -9.4184e-01 +5.3496e-01 -1.5231e+00 +5.3002e-01 -5.4616e-01 -4.2356e-01 -5.6199e-01 -5.3746e-01 -4.0863e-02 +1.2852e-01
92 +6.716736675e+01 +6.716736675e+01 +6.556736675e+01 +6.556736675e+01 +1.5742e+00 +7.0712e-01 +1.8220e-01 -1.3741e+00 -5.2639e-01 +1.0908e+00 +8.9652e-02 -4.4193e-01 -7.3486e-01 +8.4209e-02 -8.8844e-01 +3.7679e-01 -1.8416e+00 +2.5539e-01 -1.4155e-01 -7.5738e-01 -5.1439e-01 -1.8133e-01 +5.7008e-02 -2.0773e-01
103 +6.472256152e+01 +6.472256152e+01 +6.312256152e+01 +6.312256152e+01 +1.6696e+00 +6.2781e-01 +2.4534e-01 -1.0553e+00 +4.1576e-01 +9.6397e-01 +4.9552e-01 -7.1476e-01 -9.4801e-01 +5.3986e-01 -1.2842e+00 +1.9542e-01 -2.0837e+00 +4.1908e-01 -3.5173e-01 -6.2733e-01 -8.0868e-01 -1.3728e-01 -2.5509e-01 +4.8532e-01
107 +6.422321392e+01 +6.422321392e+01 +6.262321392e+01 +6.262321392e+01 +1.5432e+00 +8.4931e-01 +2.0731e-01 -1.7339e+00 +2.7573e-01 +8.8574e-01 +4.2017e-01 -7.8239e-01 -7.1137e-01 -2.7114e-01 -1.3714e+00 +7.3532e-01 -2.1651e+00 +5.8398e-01 -7.1689e-01 -2.6705e-01 -5.0100e-01 -5.0042e-01 -2.3063e-02 +8.5105e-01
115 +6.028483908e+01 +6.028483908e+01 +5.868483908e+01 +5.868483908e+01 +1.1524e+00 +5.8949e-01 +2.7477e-01 -1.5837e+00 +1.8336e-01 +1.5834e+00 +7.3884e-01 -6.2872e-01 -8.3153e-01 -7.7184e-01 -1.2714e+00 +3.9716e-01 -2.3876e+00 +5.0957e-01 -8.7775e-01 -5.1331e-01 -4.9730e-01 +2.7678e-01 -2.7654e-01 +6.0892e-01
124 +6.004373150e+01 +6.004373150e+01 +5.844373150e+01 +5.844373150e+01 +1.0434e+00 +5.6205e-01 +1.0156e-01 -1.2996e+00 +4.2229e-01 +1.1555e+00 +8.1435e-01 -1.0495e+00 -4.2577e-01 +7.7054e-02 -1.4323e+00 +3.9226e-01 -1.8362e+00 +7.2504e-01 -1.1158e+00 -1.5120e-01 -5.1340e-01 +6.0028e-01 -6.5258e-01 +6.4987e-01
128 +5.513237213e+01 +5.513237213e+01 +5.353237213e+01 +5.353237213e+01 +1.0791e+00 +5.1179e-01 +2.9377e-02 -1.3853e+00 +9.2589e-02 +1.5656e+00 +1.1007e+00 -4.4214e-01 -7.7230e-01 -4.8082e-01 -1.8695e+00 +1.8355e-01 -2.7602e+00 +8.8414e-01 -3.8465e-01 -5.9173e-01 -8.1808e-01 +4.2097e-01 +7.3956e-02 +4.4529e-01
145 +4.769143555e+01 +4.769143555e+01 +4.609143555e+01 +4.609143555e+01 +1.4641e+00 +7.8278e-01 +3.4781e-02 -1.4536e+00 +3.1932e-01 +2.1653e+00 +6.2345e-01 -1.2020e+00 -1.0822e-01 -2.0423e-01 -1.6156e+00 +7.3027e-01 -2.3551e+00 +1.1661e+00 -1.1605e+00 -4.0056e-01 -1.1083e+00 +5.8273e-01 -7.8964e-02 +6.7957e-01
148 +4.640202398e+01 +4.640202398e+01 +4.480202398e+01 +4.480202398e+01 +1.4201e+00 +9.0558e-01 +1.3619e-01 -8.7732e-01 -8.5327e-03 +2.1155e+00 +9.0923e-02 -1.0439e+00 -4.6943e-01 -1.1922e-01 -2.5774e+00 +8.4026e-01 -2.8404e+00 +1.4817e+00 -8.9004e-01 -4.5345e-01 -1.3815e+00 +6.9881e-01 +5.5854e-01 +6.5670e-01
151 +4.479560406e+01 +4.479560406e+01 +4.319560406e+01 +4.319560406e+01 +1.9972e+00 +8.5216e-01 +1.6243e-01 -1.8887e+00 -6.2497e-02 +2.0473e+00 +5.4505e-01 -9.2713e-01 -7.6520e-02 +6.0051e-02 -1.8903e+00 +6.7727e-01 -2.9308e+00 +1.3277e+00 -9.4125e-01 +6.9584e-03 -4.9159e-01 +7.6556e-01 -2.3526e-01 +4.1962e-01
157 +4.227624876e+01 +4.227624876e+01 +4.067624876e+01 +4.067624876e+01 +1.8499e+00 +1.0091e+00 -2.1487e-02 -9.7733e-01 +9.5154e-02 +1.9210e+00 +9.4574e-01 -1.2454e+00 -2.7678e-01 +4.2700e-01 -2.3739e+00 +4.1898e-01 -3.0672e+00 +1.6207e+00 -5.2906e-01 -7.9870e-01 -9.9136e-01 +7.7093e-01 +1.8316e-01 +4.1760e-01
164 +4.028545471e+01 +4.028545471e+01 +3.868545471e+01 +3.868545471e+01 +1.9075e+00 +5.8753e-01 -2.4970e-02 -1.3713e+00 +2.5526e-01 +2.6734e+00 +1.1232e+00 -1.0868e+00 -1.3872e-01 +1.6693e-01 -2.5566e+00 +6.8423e-01 -4.1226e+00 +2.0591e+00 -8.8957e-01 -6.3691e-01 -6.9137e-01 +6.1286e-01 +3.4713e-01 +9.5231e-01
172 +3.899632892e+01 +3.899632892e+01 +3.739632892e+01 +3.739632892e+01 +1.5929e+00 +8.0133e-01 -4.5498e-01 -1.3007e+00 +1.2334e-01 +2.9832e+00 +1.0272e+00 -8.0331e-01 +4.4429e-02 -2.0779e-01 -3.1787e+00 +5.7378e-01 -2.8103e+00 +2.0213e+00 -5.9635e-01 -6.5661e-01 -2.9556e-01 +3.8993e-01 -1.3765e-01 +4.9409e-01
