% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3209 +8.298806420e+01 +8.298806420e+01 +1.592580642e+02 +1.592580642e+02 +3.1653e-01 -2.6541e+00 +1.4058e+00 -1.3532e+00 -1.5415e+00 -1.8473e+00 +6.0135e-01 -2.4072e-01 +6.6674e-01 +5.1104e-01 -5.9553e-02 +9.9557e-01 -4.6181e-01 +1.2240e+00 -6.1444e-02 +1.1453e+00 -5.5977e-01 -2.5455e-01 -2.5845e-02 +8.9943e-01
5412 +8.125508492e+01 +8.125508492e+01 +1.575250849e+02 +1.575250849e+02 +5.1596e-01 -2.6416e+00 +1.3634e+00 -1.3201e+00 -1.3617e+00 -1.7106e+00 +5.3771e-01 -2.2474e-01 +6.7083e-01 +4.4332e-01 -1.4373e-01 +9.0960e-01 -4.6914e-01 +1.2332e+00 -1.3120e-01 +1.0273e+00 -6.9766e-01 -3.4258e-01 +8.4292e-03 +8.2374e-01
8513 +7.942995800e+01 +7.942995800e+01 +1.556999580e+02 +1.556999580e+02 +5.1052e-01 -2.6340e+00 +1.3681e+00 -1.3301e+00 -1.3737e+00 -1.7032e+00 +5.0047e-01 -2.2356e-01 +6.7406e-01 +4.4206e-01 -1.3607e-01 +9.0145e-01 -4.6659e-01 +1.2618e+00 -1.4332e-01 +9.7390e-01 -6.8456e-01 -4.5293e-01 +1.4997e-02 +6.8161e-01
10583 +7.762197194e+01 +7.762197194e+01 +1.538919719e+02 +1.538919719e+02 +5.0948e-01 -2.6224e+00 +1.3635e+00 -1.3321e+00 -1.4022e+00 -1.6916e+00 +4.2531e-01 -2.2258e-01 +6.6989e-01 +4.5601e-01 -1.3844e-01 +8.9463e-01 -4.6840e-01 +1.2835e+00 -1.4480e-01 +9.3230e-01 -6.7418e-01 -5.8462e-01 +1.6813e-02 +5.6762e-01
13154 +7.584369137e+01 +7.584369137e+01 +1.521136914e+02 +1.521136914e+02 +5.0320e-01 -2.6161e+00 +1.3631e+00 -1.3275e+00 -1.3363e+00 -1.6821e+00 +2.7545e-01 -2.1113e-01 +6.7533e-01 +4.9484e-01 -1.4466e-01 +8.9436e-01 -4.6986e-01 +1.2772e+00 -1.5510e-01 +8.4333e-01 -6.7391e-01 -7.0263e-01 +4.1714e-02 +4.5938e-01
15054 +7.410610499e+01 +7.410610499e+01 +1.503761050e+02 +1.503761050e+02 +5.1581e-01 -2.6129e+00 +1.3619e+00 -1.3242e+00 -1.3486e+00 -1.6886e+00 +1.4164e-01 -2.1304e-01 +6.8315e-01 +5.5693e-01 -1.4901e-01 +8.8821e-01 -4.7011e-01 +1.2830e+00 -1.6515e-01 +7.9265e-01 -6.6684e-01 -8.2506e-01 +6.5619e-02 +3.4929e-01
16398 +7.243191654e+01 +7.243191654e+01 +1.487019165e+02 +1.487019165e+02 +5.1260e-01 -2.6134e+00 +1.3619e+00 -1.3242e+00 -1.3377e+00 -1.6919e+00 +5.3549e-02 -2.1344e-01 +6.7643e-01 +6.0908e-01 -1.5030e-01 +8.8378e-01 -4.7264e-01 +1.2845e+00 -1.6202e-01 +7.4963e-01 -6.7118e-01 -1.0193e+00 +5.6245e-02 +2.8214e-01
18481 +7.079386964e+01 +7.079386964e+01 +1.470638696e+02 +1.470638696e+02 +5.2123e-01 -2.6093e+00 +1.3610e+00 -1.3153e+00 -1.3391e+00 -1.6928e+00 -2.4748e-01 -2.1201e-01 +6.7773e-01 +6.8714e-01 -1.5109e-01 +8.8017e-01 -4.6946e-01 +1.2794e+00 -1.5952e-01 +7.6994e-01 -6.7312e-01 -1.2102e+00 +5.1982e-02 +2.2678e-01
19977 +6.914391260e+01 +6.914391260e+01 +1.454139126e+02 +1.454139126e+02 +5.2071e-01 -2.6083e+00 +1.3590e+00 -1.3128e+00 -1.3266e+00 -1.6912e+00 -4.1395e-01 -2.0916e-01 +6.8312e-01 +8.8132e-01 -1.4887e-01 +8.8282e-01 -4.6604e-01 +1.2801e+00 -1.4559e-01 +7.6746e-01 -6.7373e-01 -1.3747e+00 +4.2240e-02 +1.5541e-01
21241 +6.760546310e+01 +6.760546310e+01 +1.438754631e+02 +1.438754631e+02 +5.2444e-01 -2.6099e+00 +1.3592e+00 -1.3180e+00 -1.3076e+00 -1.6911e+00 -5.4131e-01 -2.1840e-01 +6.8587e-01 +1.1447e+00 -1.5241e-01 +8.8043e-01 -4.6351e-01 +1.2794e+00 -1.3858e-01 +6.8973e-01 -6.7405e-01 -1.4692e+00 +4.0654e-02 +1.1396e-01
21627 +6.604275559e+01 +6.604275559e+01 +1.423127556e+02 +1.423127556e+02 +5.2265e-01 -2.6089e+00 +1.3586e+00 -1.3238e+00 -1.3310e+00 -1.6901e+00 -5.7631e-01 -2.1449e-01 +6.8584e-01 +1.4981e+00 -1.5258e-01 +8.8013e-01 -4.5908e-01 +1.2794e+00 -1.4225e-01 +5.3381e-01 -6.7337e-01 -1.4429e+00 +3.2799e-02 +1.1781e-01
21953 +6.451046802e+01 +6.451046802e+01 +1.407804680e+02 +1.407804680e+02 +5.2937e-01 -2.6075e+00 +1.3594e+00 -1.3254e+00 -1.3207e+00 -1.6899e+00 -5.5271e-01 -2.0975e-01 +6.8418e-01 +1.8828e+00 -1.5145e-01 +8.7988e-01 -4.5818e-01 +1.2860e+00 -1.6588e-01 +5.1876e-01 -6.7342e-01 -1.4933e+00 +3.8402e-02 +1.0517e-01
22108 +6.301828515e+01 +6.301828515e+01 +1.392882851e+02 +1.392882851e+02 +5.2588e-01 -2.6052e+00 +1.3602e+00 -1.3261e+00 -1.3012e+00 -1.6880e+00 -6.5657e-01 -2.0758e-01 +6.8587e-01 +2.2094e+00 -1.4716e-01 +8.7959e-01 -4.5678e-01 +1.2885e+00 -1.6176e-01 +3.7531e-01 -6.7294e-01 -1.4885e+00 +4.0112e-02 +9.6481e-02
22419 +6.157569353e+01 +6.157569353e+01 +1.378456935e+02 +1.378456935e+02 +5.2899e-01 -2.6085e+00 +1.3586e+00 -1.3358e+00 -1.3052e+00 -1.6887e+00 -4.7835e-01 -2.1237e-01 +6.8049e-01 +2.4033e+00 -1.4501e-01 +8.7840e-01 -4.5723e-01 +1.2874e+00 -1.6474e-01 +3.4408e-01 -6.7317e-01 -1.4955e+00 +3.7031e-02 +1.0116e-01
22663 +6.021831726e+01 +6.021831726e+01 +1.364883173e+02 +1.364883173e+02 +5.2447e-01 -2.6100e+00 +1.3597e+00 -1.3388e+00 -1.3080e+00 -1.6883e+00 -2.2189e-01 -2.1545e-01 +6.7761e-01 +2.6299e+00 -1.4248e-01 +8.7894e-01 -4.5546e-01 +1.2862e+00 -1.8387e-01 +3.2701e-01 -6.7306e-01 -1.5340e+00 +4.3739e-02 +9.1467e-02
23942 +5.887418608e+01 +5.887418608e+01 +1.351441861e+02 +1.351441861e+02 +5.2498e-01 -2.6114e+00 +1.3612e+00 -1.3357e+00 -1.3349e+00 -1.6916e+00 -3.0543e-01 -2.1554e-01 +6.7207e-01 +2.8929e+00 -1.4830e-01 +8.7654e-01 -4.5247e-01 +1.2906e+00 -1.9011e-01 +1.1769e-01 -6.7604e-01 -1.5202e+00 +5.4066e-02 +6.3838e-02
27434 +5.754029772e+01 +5.754029772e+01 +1.338102977e+02 +1.338102977e+02 +5.1488e-01 -2.6072e+00 +1.3617e+00 -1.3160e+00 -1.3800e+00 -1.6973e+00 -3.2106e-01 -2.0797e-01 +6.7056e-01 +3.0074e+00 -1.5260e-01 +8.7202e-01 -4.5158e-01 +1.2882e+00 -1.9427e-01 -2.1782e-01 -6.7587e-01 -1.5612e+00 +5.4488e-02 +9.2599e-03
31795 +5.621578680e+01 +5.621578680e+01 +1.324857868e+02 +1.324857868e+02 +4.8840e-01 -2.6140e+00 +1.3639e+00 -1.3331e+00 -1.9638e+00 -1.6908e+00 -2.2162e-01 -1.9423e-01 +6.7798e-01 +2.9319e+00 -1.5324e-01 +8.7239e-01 -4.5401e-01 +1.2929e+00 -1.9668e-01 -4.6970e-01 -6.7217e-01 -1.5964e+00 +4.2598e-02 -7.7194e-02
36379 +5.494986022e+01 +5.494986022e+01 +1.312198602e+02 +1.312198602e+02 +4.8106e-01 -2.6181e+00 +1.3634e+00 -1.3254e+00 -1.9029e+00 -1.6845e+00 -2.9287e-01 -1.9703e-01 +6.7816e-01 +2.9062e+00 -1.5576e-01 +8.7150e-01 -4.6067e-01 +1.2942e+00 -2.0284e-01 -4.5781e-01 -6.6959e-01 -1.7925e+00 +7.4406e-02 -2.1780e-01
42308 +5.370287409e+01 +5.370287409e+01 +1.299728741e+02 +1.299728741e+02 +4.7822e-01 -2.6231e+00 +1.3633e+00 -1.3203e+00 -1.9202e+00 -1.6853e+00 -3.2463e-01 -1.9692e-01 +6.7874e-01 +2.8683e+00 -7.4781e-02 +8.6951e-01 -4.6180e-01 +1.2953e+00 -2.1041e-01 -4.7162e-01 -6.6923e-01 -1.9202e+00 +8.6185e-02 -3.9597e-01
47057 +5.247965685e+01 +5.247965685e+01 +1.287496568e+02 +1.287496568e+02 +4.7917e-01 -2.6230e+00 +1.3634e+00 -1.3197e+00 -1.9261e+00 -1.6865e+00 -3.5276e-01 -1.9867e-01 +6.7936e-01 +2.8175e+00 +1.0131e-01 +8.6303e-01 -4.6133e-01 +1.2992e+00 -2.1329e-01 -4.8319e-01 -6.6915e-01 -1.9215e+00 +8.3868e-02 -5.8181e-01
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.986910607e+05 +1.986910607e+05 +1.986685107e+05 +1.986685107e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +1.755936343e+05 +1.755936343e+05 +1.755710843e+05 +1.755710843e+05 +1.5913e-01 -2.4721e-01 +1.6125e-01 +8.2972e-02 +3.9911e-01 -3.4017e-01 -8.6781e-02 -3.2657e-02 -2.7234e-01 -1.1467e-01 +1.0444e-01 -3.5333e-02 +1.7789e-01 -1.6954e-01 -3.4526e-01 -2.8679e-02 +1.4183e-01 +2.3344e-01 +2.4379e-02 +2.8990e-01
5 +1.172978648e+05 +1.172978648e+05 +1.172753148e+05 +1.172753148e+05 -2.6171e-01 -4.3746e-01 -2.3445e-01 -2.0560e-01 -6.8607e-02 -1.5724e-01 -1.0027e-01 -4.6828e-01 +1.4528e-01 -1.2700e-01 +3.1377e-01 -1.0502e-01 -1.7278e-01 -2.2677e-01 +2.7062e-02 -3.2351e-01 +1.3108e-01 -3.9545e-02 +2.2121e-01 -2.3131e-02
7 +5.058975176e+04 +5.058975176e+04 +5.056720176e+04 +5.056720176e+04 -1.7024e-01 -1.7072e-01 +1.0575e-02 -2.2934e-02 +3.8188e-01 +1.7881e-01 +9.4264e-02 -1.8466e-01 +1.9154e-01 -1.5130e-01 -3.1213e-02 -2.1371e-01 -2.7778e-01 +1.2236e-02 +1.9546e-01 +1.3951e-01 +4.0787e-01 -5.0782e-03 -1.7173e-01 +1.5703e-01
11 +4.505868672e+04 +4.505868672e+04 +4.503613672e+04 +4.503613672e+04 -1.1530e-01 -9.7333e-02 -4.5358e-01 +1.7499e-01 +9.7785e-02 -1.2314e-01 +6.0240e-02 -1.5844e-01 -4.6799e-01 -3.7938e-01 -1.1983e-01 -1.0957e-01 -4.4592e-01 +1.2948e-01 -1.6001e-01 -5.3995e-02 +3.7609e-01 -9.3643e-02 +3.1886e-03 +8.5050e-02
15 +1.950854956e+04 +1.950854956e+04 +1.948599956e+04 +1.948599956e+04 -4.9949e-01 -8.9366e-01 -2.9928e-01 +1.7060e-02 +2.3193e-01 +1.1180e-01 -6.3715e-02 -4.4679e-01 +6.5573e-02 -3.5824e-01 +2.0079e-01 -1.8490e-01 -2.6961e-01 -1.9769e-01 +1.0121e-01 -2.0168e-01 +2.8432e-01 +3.9941e-01 -1.0633e-01 +2.7470e-01
19 +3.521948868e+03 +3.521948868e+03 +3.499398868e+03 +3.499398868e+03 -4.8464e-02 -8.6377e-01 -4.7929e-01 +2.2025e-01 +5.0815e-01 -2.2023e-01 -8.2839e-02 -1.0955e-01 -4.1345e-01 -1.6597e-01 +1.3944e-02 +6.1893e-02 -1.8416e-01 -9.0464e-02 +1.2421e-01 +1.8904e-01 +4.5856e-01 -1.3059e-01 +1.8129e-01 +1.2286e-01
22 +2.379206997e+03 +2.379206997e+03 +2.356656997e+03 +2.356656997e+03 -2.0093e-01 -9.5053e-01 +2.4552e-02 +5.5336e-01 -4.6259e-02 +1.9616e-01 -1.1339e-01 -3.4335e-01 -4.2639e-01 -4.4576e-01 +8.8628e-02 -3.5039e-02 -4.3607e-01 +2.7831e-01 -7.6235e-02 -8.7084e-02 +4.8017e-01 -8.4569e-02 -2.4143e-01 +3.4857e-01
26 +5.671896029e+02 +5.671896029e+02 +5.446396029e+02 +5.446396029e+02 -3.1324e-01 -1.0480e+00 -8.3682e-02 +3.3072e-01 +2.9424e-01 +1.6502e-01 -3.3882e-01 +6.6865e-02 -8.4594e-01 -3.9606e-01 -2.7965e-02 +1.1540e-01 -6.9983e-02 +2.9077e-01 +1.1586e-01 +1.9293e-01 +2.9558e-01 -1.0035e-01 -1.0162e-01 -4.9766e-02
34 +3.594104987e+02 +3.594104987e+02 +3.368604987e+02 +3.368604987e+02 -3.1861e-02 -6.0052e-01 -9.7243e-01 +4.5320e-01 -1.3101e-01 -9.0148e-02 -3.7793e-01 -1.7802e-01 -1.0956e+00 +1.9916e-01 +1.1500e-01 +9.9140e-02 -2.3013e-01 +9.5608e-02 -3.0685e-02 -1.5358e-01 +2.6837e-01 -1.2584e-01 -2.6171e-02 +4.2434e-01
40 +3.466133347e+02 +3.466133347e+02 +3.240633347e+02 +3.240633347e+02 -2.2862e-01 -1.2914e+00 +2.7745e-02 +6.3294e-01 +2.5297e-01 -2.2029e-02 -5.6611e-01 -7.4014e-02 -4.1928e-01 -5.0519e-01 +1.9571e-01 +4.0239e-01 -1.0580e-01 +1.4195e-01 +6.9623e-02 -3.6747e-02 -4.0818e-03 +3.4863e-01 -2.0225e-01 +1.0039e-01
106 +2.390429468e+02 +2.390429468e+02 +2.164929468e+02 +2.164929468e+02 -3.6466e-01 -7.5546e-01 -4.5836e-01 +6.2029e-01 -3.0091e-01 +5.8713e-01 -2.1493e-01 -6.4091e-02 -6.2625e-01 +9.0244e-01 +1.2355e-01 +1.7243e-01 -8.0375e-01 +2.0170e-01 -6.1735e-01 +1.7057e-01 -3.3990e-01 +2.3081e-01 -2.4290e-01 +9.1212e-01
107 +1.999501625e+02 +1.999501625e+02 +1.774001625e+02 +1.774001625e+02 -5.6752e-01 -1.4035e+00 -3.9968e-01 +9.8586e-02 -4.7285e-02 +5.0035e-01 -1.0705e-01 +6.9693e-02 -5.1354e-01 +5.0164e-01 +7.4624e-01 -3.4866e-01 -7.4313e-01 -4.8754e-02 -1.8686e-01 +1.7074e-01 -4.7901e-01 -2.3064e-01 -6.3310e-01 +1.1667e+00
214 +1.879015914e+02 +1.879015914e+02 +1.653515914e+02 +1.653515914e+02 +6.0008e-01 -1.5531e+00 -1.5197e+00 +7.5717e-01 -5.3644e-01 +9.9669e-01 -8.0126e-01 +3.2193e-01 -8.1575e-01 +5.9691e-02 -7.8743e-01 -8.7232e-01 -1.1035e+00 +1.7368e-02 +4.8593e-03 -3.9132e-01 +7.3232e-01 +1.5324e+00 -1.4675e+00 +2.1339e+00
224 +1.507399851e+02 +1.507399851e+02 +1.281899851e+02 +1.281899851e+02 +5.4626e-01 -1.5638e+00 -1.4799e+00 +5.9177e-01 -2.0637e-01 +4.5700e-01 -1.2563e-01 +5.8068e-01 -8.4845e-01 -2.1471e-01 -4.5200e-01 -5.6153e-01 -6.7053e-01 +3.4222e-01 +2.0753e-01 -1.1914e+00 +7.8795e-01 +1.4614e+00 -1.2296e+00 +2.0298e+00
7226 +1.477129549e+02 +1.477129549e+02 +1.251629549e+02 +1.251629549e+02 +2.0128e+00 -1.3063e+00 -5.1666e-01 +8.4257e-01 -1.4631e+00 +6.1266e-01 -2.6695e-01 +1.2479e+00 +6.1827e-02 -1.9985e+00 +6.7829e-01 -1.1261e-01 +2.0842e+00 +3.3469e-01 -1.8029e-01 -1.8148e+00 +3.8070e-01 +1.1050e+00 -1.0932e+00 +4.5422e+00
10666 +1.445389431e+02 +1.445389431e+02 +1.219889431e+02 +1.219889431e+02 +2.0244e+00 -1.1163e+00 -5.1633e-01 +8.5299e-01 -1.4599e+00 +6.1534e-01 -2.6479e-01 +1.2451e+00 +1.3093e-01 -2.0138e+00 +7.0845e-01 -1.2487e-01 +2.6383e+00 +3.2366e-01 -1.1072e-01 -1.8208e+00 +3.9880e-01 +1.1117e+00 -1.0413e+00 +4.5182e+00
11880 +1.412053839e+02 +1.412053839e+02 +1.186553839e+02 +1.186553839e+02 +2.0250e+00 -1.0727e+00 -5.1538e-01 +8.5241e-01 -1.4621e+00 +6.1562e-01 -2.6547e-01 +1.2458e+00 +1.2182e+00 -2.0129e+00 +7.0312e-01 -1.2551e-01 +2.7648e+00 +3.2123e-01 -1.1475e-01 -1.8217e+00 +3.9590e-01 +1.0975e+00 -1.0414e+00 +4.5210e+00
13965 +1.380219492e+02 +1.380219492e+02 +1.154719492e+02 +1.154719492e+02 +2.0193e+00 -1.0138e+00 -5.0202e-01 +8.4796e-01 -1.4705e+00 +6.0469e-01 -2.7185e-01 +1.2431e+00 +2.1974e+00 -2.0198e+00 +7.1398e-01 -1.2231e-01 +2.8007e+00 +3.2590e-01 -1.1189e-01 -1.8120e+00 +3.9975e-01 +9.3531e-01 -1.0371e+00 +4.5227e+00
14374 +1.347345537e+02 +1.347345537e+02 +1.121845537e+02 +1.121845537e+02 +2.0192e+00 -9.6757e-01 -4.9990e-01 +8.4277e-01 -1.4722e+00 +6.0424e-01 -2.7149e-01 +1.2426e+00 +2.2093e+00 -2.0187e+00 +7.1333e-01 -1.2337e-01 +2.7777e+00 +3.2453e-01 -1.0807e-01 -1.8088e+00 +3.9564e-01 +6.3047e-01 -1.0391e+00 +4.5217e+00
14707 +1.314192910e+02 +1.314192910e+02 +1.088692910e+02 +1.088692910e+02 +2.0216e+00 -9.1960e-01 -4.9809e-01 +8.4389e-01 -1.4706e+00 +6.0483e-01 -2.7044e-01 +1.2419e+00 +2.0804e+00 -2.0161e+00 +7.1449e-01 -1.2169e-01 +2.8652e+00 +3.2359e-01 -1.1179e-01 -1.8083e+00 +3.9524e-01 +3.2672e-01 -1.0427e+00 +4.5280e+00
15130 +1.287833954e+02 +1.287833954e+02 +1.062333954e+02 +1.062333954e+02 +2.0217e+00 -8.7944e-01 -4.9811e-01 +8.4225e-01 -1.4670e+00 +6.0410e-01 -2.7164e-01 +1.2414e+00 +2.1269e+00 -2.0149e+00 +7.1755e-01 -1.2271e-01 +3.0538e+00 +3.2366e-01 -1.1327e-01 -1.8114e+00 +3.9750e-01 +9.9508e-02 -1.0421e+00 +4.5212e+00
15433 +1.257566395e+02 +1.257566395e+02 +1.032066395e+02 +1.032066395e+02 +2.0223e+00 -8.2060e-01 -4.9771e-01 +8.4319e-01 -1.4663e+00 +6.0335e-01 -2.7027e-01 +1.2406e+00 +2.1046e+00 -2.0160e+00 +7.2060e-01 -1.2231e-01 +2.9569e+00 +3.2415e-01 -1.1364e-01 -1.8149e+00 +3.9694e-01 -1.7043e-01 -1.0441e+00 +4.5174e+00
15649 +1.229455854e+02 +1.229455854e+02 +1.003955854e+02 +1.003955854e+02 +2.0210e+00 -7.8054e-01 -4.9792e-01 +8.4166e-01 -1.4648e+00 +6.0310e-01 -2.7282e-01 +1.2408e+00 +2.1771e+00 -2.0159e+00 +7.1431e-01 -1.2101e-01 +2.9638e+00 +3.2107e-01 -1.1193e-01 -1.8257e+00 +3.8512e-01 -4.6001e-01 -1.0444e+00 +4.5073e+00
16180 +1.201883825e+02 +1.201883825e+02 +9.763838250e+01 +9.763838250e+01 +2.0189e+00 -7.2707e-01 -4.9723e-01 +8.3702e-01 -1.4615e+00 +6.0253e-01 -2.7416e-01 +1.2403e+00 +2.0483e+00 -2.0165e+00 +7.1064e-01 -1.2070e-01 +2.9918e+00 +3.2314e-01 -1.0775e-01 -1.8213e+00 +3.7881e-01 -7.4741e-01 -1.0421e+00 +4.5033e+00
16753 +1.173360544e+02 +1.173360544e+02 +9.478605439e+01 +9.478605439e+01 +2.0184e+00 -6.7320e-01 -4.9536e-01 +8.3593e-01 -1.4637e+00 +6.0053e-01 -2.7501e-01 +1.2417e+00 +1.9428e+00 -2.0164e+00 +7.0762e-01 -1.2124e-01 +2.9012e+00 +3.2387e-01 -1.0664e-01 -1.8202e+00 +3.8252e-01 -1.1289e+00 -1.0438e+00 +4.5089e+00
17518 +1.147150298e+02 +1.147150298e+02 +9.216502983e+01 +9.216502983e+01 +2.0208e+00 -5.8907e-01 -4.9655e-01 +8.3522e-01 -1.4632e+00 +6.0014e-01 -2.7723e-01 +1.2426e+00 +1.9479e+00 -2.0159e+00 +7.0497e-01 -1.2101e-01 +2.7726e+00 +3.2277e-01 -1.0539e-01 -1.8141e+00 +3.8277e-01 -1.5006e+00 -1.0420e+00 +4.5075e+00
18067 +1.119985714e+02 +1.119985714e+02 +8.944857143e+01 +8.944857143e+01 +2.0228e+00 -5.0652e-01 -4.9637e-01 +8.3572e-01 -1.4627e+00 +5.9985e-01 -2.7616e-01 +1.2422e+00 +1.7650e+00 -2.0174e+00 +7.0010e-01 -1.2055e-01 +2.6879e+00 +3.2260e-01 -1.0337e-01 -1.8164e+00 +3.8383e-01 -1.9622e+00 -1.0437e+00 +4.5055e+00
18928 +1.095602484e+02 +1.095602484e+02 +8.701024837e+01 +8.701024837e+01 +2.0169e+00 -4.2521e-01 -4.9493e-01 +8.3759e-01 -1.4659e+00 +5.9970e-01 -2.7602e-01 +1.2414e+00 +1.8625e+00 -2.0158e+00 +6.9356e-01 -1.2052e-01 +2.5553e+00 +3.2248e-01 -9.7327e-02 -1.8045e+00 +3.8596e-01 -2.4345e+00 -1.0495e+00 +4.4972e+00
21109 +1.071453206e+02 +1.071453206e+02 +8.459532060e+01 +8.459532060e+01 +2.0145e+00 -2.9777e-01 -4.9241e-01 +8.3796e-01 -1.4635e+00 +5.9968e-01 -2.7767e-01 +1.2408e+00 +1.7926e+00 -2.0163e+00 +6.8003e-01 -1.2023e-01 +2.3564e+00 +3.2089e-01 -1.0740e-01 -1.8125e+00 +3.8787e-01 -3.2464e+00 -1.0511e+00 +4.4902e+00
