% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
114 +2.862644321e+05 +2.862644321e+05 +2.863003321e+05 +2.863003321e+05 +1.3939e+00 +1.2804e+00 +1.5803e+00 +4.5868e-01 -9.5278e-01 -8.9739e-01 +5.8709e-01 -1.4788e+00 -7.1461e-01 -9.2119e-01 -1.8192e+00 +1.8033e-01 -2.4620e-01 +2.5190e-02 +1.8280e+00 -8.8115e-01 +3.4729e-01 +1.3813e+00 -3.0449e-01 -7.9604e-01
122 +2.568631079e+05 +2.568631079e+05 +2.568990079e+05 +2.568990079e+05 +1.5231e+00 +1.0024e+00 +1.0367e+00 +8.3176e-02 -1.0900e+00 -1.1713e+00 +1.2337e-02 -1.5086e+00 -1.3772e+00 -9.5333e-01 -1.9056e+00 -6.3731e-01 +6.6948e-03 +4.5923e-01 +1.7013e+00 -1.1330e+00 +4.3109e-01 +2.0382e+00 +1.4148e-01 -1.5937e+00
128 +2.404399898e+05 +2.404399898e+05 +2.404758898e+05 +2.404758898e+05 +1.2503e+00 +1.9184e+00 +7.4102e-01 +4.0717e-01 -1.1776e+00 -6.2271e-01 +1.4732e-01 -8.4641e-01 -1.1243e+00 -7.8491e-01 -1.7462e+00 +6.7727e-01 -1.5517e-02 +4.9820e-01 +2.0136e+00 -2.0695e+00 +6.1710e-01 +1.5395e+00 -3.1772e-01 -6.9030e-01
130 +2.054731722e+05 +2.054731722e+05 +2.055090722e+05 +2.055090722e+05 +9.7188e-01 +1.7557e+00 +1.1070e+00 +5.3803e-01 -6.5090e-01 -1.1625e+00 -5.0912e-01 -1.5508e+00 -1.3373e+00 -8.5324e-01 -1.6914e+00 -6.3876e-02 +5.8332e-02 +1.0954e+00 +1.9616e+00 -1.8199e+00 +5.2502e-01 +1.6986e+00 -4.0193e-01 -1.8299e+00
132 +1.965046673e+05 +1.965046673e+05 +1.965405673e+05 +1.965405673e+05 +1.4003e+00 +1.5320e+00 +1.5205e+00 +7.3762e-01 -1.0253e+00 -1.4484e+00 +7.3874e-03 -4.6387e-01 -1.2791e+00 -6.7180e-01 -2.0770e+00 +5.6272e-01 +3.3829e-01 +1.2373e+00 +2.5628e+00 -1.8386e+00 +6.6904e-01 +1.7915e+00 -7.7090e-01 -7.8039e-01
139 +1.790813849e+05 +1.790813849e+05 +1.791172849e+05 +1.791172849e+05 +8.8662e-01 +1.5304e+00 +1.4093e+00 +1.0344e+00 -8.1644e-01 -1.4817e+00 -3.1594e-01 -1.9526e+00 -1.8458e+00 -1.0013e+00 -1.8867e+00 +3.2717e-01 +1.2915e+00 +9.7488e-01 +1.3960e+00 -1.7688e+00 +7.4760e-01 +2.2198e+00 -2.3574e-01 -1.4724e+00
141 +1.721962217e+05 +1.721962217e+05 +1.722321217e+05 +1.722321217e+05 +9.0914e-01 +1.4407e+00 +1.3636e+00 +6.9121e-01 -6.2547e-01 -8.8581e-01 -5.5592e-01 -1.6526e+00 -1.1377e+00 -6.8086e-01 -1.1372e+00 +9.6688e-01 -3.7423e-01 +9.0619e-01 +2.1283e+00 -2.2355e+00 +7.7588e-01 +1.8473e+00 -1.5066e+00 -9.7023e-01
147 +1.575189795e+05 +1.575189795e+05 +1.575548795e+05 +1.575548795e+05 +9.0780e-01 +1.1918e+00 +1.4080e+00 +7.9968e-01 -5.2106e-01 -1.9137e+00 -8.6067e-01 -2.1557e+00 -2.0219e+00 -8.2462e-01 -1.6609e+00 +2.5195e-01 +1.7335e-01 +1.2600e+00 +1.2958e+00 -2.4764e+00 +8.5336e-01 +1.4776e+00 -1.6533e+00 -1.8126e+00
148 +1.337763964e+05 +1.337763964e+05 +1.338122964e+05 +1.338122964e+05 +3.9321e-01 +1.6990e+00 +1.8667e+00 +2.9571e-01 -8.9609e-01 -1.8248e+00 -5.3001e-01 -2.0113e+00 -1.8947e+00 -8.7765e-01 -1.4139e+00 +2.2232e-01 +3.6361e-01 +1.3988e+00 +2.0478e+00 -3.1427e+00 -1.3077e-01 +1.9493e+00 -1.3480e+00 -1.0278e+00
155 +1.283102281e+05 +1.283102281e+05 +1.283461281e+05 +1.283461281e+05 +1.4696e+00 +1.8467e+00 +1.2385e+00 +3.0832e-01 -2.5714e-01 -1.7499e+00 -6.5106e-01 -1.8045e+00 -1.8128e+00 -1.3919e+00 -1.5335e+00 +1.2808e+00 +5.1070e-01 +1.1603e+00 +1.3002e+00 -2.7019e+00 +6.7844e-01 +2.3304e+00 -1.6394e+00 -1.3203e+00
158 +1.189630560e+05 +1.189630560e+05 +1.189989560e+05 +1.189989560e+05 +1.5372e+00 +1.4407e+00 +2.8778e+00 +8.2844e-01 -1.0237e+00 -2.3223e-01 -4.3667e-01 -1.5874e+00 -1.9149e+00 -8.5219e-01 -2.1286e+00 +1.6241e-01 -1.2153e-01 +1.3812e+00 +1.2649e+00 -3.0616e+00 -5.6017e-01 +2.8358e+00 -1.3752e+00 -1.2372e+00
166 +1.150931579e+05 +1.150931579e+05 +1.151290579e+05 +1.151290579e+05 +1.5209e+00 +6.7346e-01 +2.5567e+00 +1.2028e+00 -7.0251e-01 -1.4819e+00 -8.6797e-01 -1.7405e+00 -2.3232e+00 -5.4410e-01 -2.4776e+00 +5.0847e-01 +1.1473e+00 +4.7747e-01 +1.2607e+00 -3.1979e+00 +1.0519e-01 +3.6650e+00 -1.2087e+00 -1.3592e+00
174 +1.106166427e+05 +1.106166427e+05 +1.106525427e+05 +1.106525427e+05 +1.2712e+00 +1.1499e+00 +3.0680e+00 +1.6208e+00 -3.3497e-01 -2.2093e+00 -7.2296e-01 -1.5605e+00 -1.8571e+00 -8.0524e-01 -2.1315e+00 +7.0652e-01 +9.7118e-01 +1.0019e+00 +1.0472e+00 -3.8682e+00 +5.9933e-01 +2.3406e+00 -2.0642e+00 -1.7285e+00
179 +9.407264784e+04 +9.407264784e+04 +9.410854784e+04 +9.410854784e+04 +1.1749e+00 +1.1491e+00 +3.0047e+00 +1.2715e+00 -1.1466e+00 -1.7545e+00 -7.1084e-02 -1.3022e+00 -2.2413e+00 -1.5277e+00 -2.7281e+00 +7.0621e-01 -7.3273e-01 +3.0948e-02 +1.2015e+00 -3.3024e+00 +2.3836e-01 +3.0671e+00 -1.2395e+00 -1.2565e+00
198 +6.928088126e+04 +6.928088126e+04 +6.931678126e+04 +6.931678126e+04 +2.0274e+00 +1.0840e+00 +2.7980e+00 +1.5624e+00 -2.3562e+00 -1.6653e+00 -1.9151e-01 -1.2974e+00 -3.1305e+00 -2.6230e+00 -2.1562e+00 +6.7412e-01 -8.9030e-01 -6.6986e-01 +1.4478e+00 -4.0607e+00 -1.2965e-01 +2.4177e+00 -9.0008e-01 -1.6876e+00
203 +6.526488099e+04 +6.526488099e+04 +6.530078099e+04 +6.530078099e+04 +2.5191e+00 +1.3040e+00 +3.7800e+00 +1.0078e+00 -1.9015e+00 -1.9768e+00 -3.1499e-01 -1.4010e+00 -2.1599e+00 -3.4724e+00 -2.7103e+00 +7.3035e-02 -1.5689e-01 -5.1405e-01 +1.2732e+00 -3.4988e+00 +3.6660e-01 +3.1953e+00 -1.0659e+00 -1.4153e+00
213 +3.765696462e+04 +3.765696462e+04 +3.769286462e+04 +3.769286462e+04 +2.2414e+00 +2.4228e+00 +3.9012e+00 +8.7756e-01 -2.5856e+00 -2.1345e+00 -8.2715e-01 -1.8990e+00 -2.8828e+00 -2.5853e+00 -2.2712e+00 -7.0228e-02 +1.4460e-01 -3.8158e-01 +1.0514e+00 -4.1773e+00 -1.0592e-01 +3.5505e+00 -1.2796e+00 -1.5849e+00
225 +3.509813175e+04 +3.509813175e+04 +3.513403175e+04 +3.513403175e+04 +2.1179e+00 +2.7683e+00 +4.0750e+00 +1.2483e+00 -2.9820e+00 -1.5464e+00 +2.3387e-01 -1.4207e+00 -3.1920e+00 -3.1045e+00 -2.1470e+00 -2.2301e-01 -5.0532e-01 -9.0173e-01 +2.0892e+00 -4.6681e+00 +5.1744e-01 +3.3001e+00 -1.8884e+00 -2.4550e+00
232 +3.421596949e+04 +3.421596949e+04 +3.425186949e+04 +3.425186949e+04 +1.6373e+00 +4.5092e+00 +4.9324e+00 +7.6532e-01 -3.3707e+00 -1.5755e+00 +3.9862e-03 -2.3071e+00 -1.7934e+00 -3.2443e+00 -2.0493e+00 +2.0472e-01 +2.0138e-01 -5.6342e-01 +1.7339e+00 -4.5961e+00 +3.7167e-02 +4.2378e+00 -1.3178e+00 -2.4034e+00
237 +2.688546835e+04 +2.688546835e+04 +2.692136835e+04 +2.692136835e+04 +2.5684e+00 +3.1960e+00 +3.6652e+00 +1.2780e+00 -2.9095e+00 -1.5237e+00 +6.8638e-01 -1.2390e+00 -2.0267e+00 -3.6866e+00 -1.3810e+00 +6.6732e-01 -2.3781e-01 -2.0505e-01 +1.4930e+00 -5.5671e+00 +4.6790e-01 +4.4399e+00 -2.2541e+00 -2.0459e+00
255 +2.599225863e+04 +2.599225863e+04 +2.602815863e+04 +2.602815863e+04 +1.9910e+00 +3.9988e+00 +4.1321e+00 +8.4419e-01 -3.2134e+00 -2.2111e+00 +8.4758e-01 -2.2009e+00 -2.2102e+00 -2.4760e+00 -2.1840e+00 +5.7343e-01 +3.8557e-01 -9.3054e-01 +2.2904e+00 -4.7818e+00 +9.3119e-01 +5.2999e+00 -2.1784e+00 -2.4155e+00
259 +1.944771059e+04 +1.944771059e+04 +1.948361059e+04 +1.948361059e+04 +2.6127e+00 +3.8399e+00 +4.0283e+00 +8.0002e-01 -2.3492e+00 -2.9817e+00 +6.0815e-01 -2.3759e+00 -1.5032e+00 -3.1290e+00 -2.4471e+00 +7.2379e-01 -6.3025e-01 -6.6784e-01 +1.6593e+00 -4.4987e+00 +4.1371e-01 +6.6126e+00 -2.0524e+00 -1.9893e+00
281 +1.693684103e+04 +1.693684103e+04 +1.697274103e+04 +1.697274103e+04 +1.7084e+00 +3.2017e+00 +2.3279e+00 +8.6087e-01 -9.5687e-01 -3.5895e+00 -1.3015e-01 -3.9254e+00 -1.4455e+00 -4.1582e+00 -2.0990e+00 +8.1011e-01 +6.4236e-01 -1.8638e+00 +1.6644e+00 -3.7077e+00 +4.2649e-01 +7.4027e+00 -8.5593e-01 -2.0195e+00
282 +1.385628631e+04 +1.385628631e+04 +1.389218631e+04 +1.389218631e+04 +1.7420e+00 +3.2257e+00 +3.0820e+00 +6.3899e-01 -2.2328e+00 -2.9445e+00 -9.5428e-01 -3.4071e+00 -1.2450e+00 -3.9621e+00 -2.0546e+00 +9.0590e-01 +2.6932e-01 -1.6712e+00 +2.1547e+00 -3.7238e+00 +4.3334e-01 +6.8711e+00 -1.6666e+00 -2.3202e+00
321 +8.019352742e+03 +8.019352742e+03 +8.055252742e+03 +8.055252742e+03 +1.7408e+00 +3.7739e+00 +4.3269e+00 +9.8892e-01 -5.7749e-01 -2.7066e+00 -1.7743e+00 -3.2302e+00 -1.5215e+00 -4.1813e+00 -2.3239e+00 -1.9088e-01 +4.1934e-01 -1.5919e+00 +1.5947e+00 -3.1724e+00 +3.7427e-01 +6.9980e+00 -2.8479e+00 -2.7180e+00
330 +5.578951686e+03 +5.578951686e+03 +5.614851686e+03 +5.614851686e+03 +1.2727e+00 +3.9452e+00 +3.6372e+00 +1.7588e+00 -1.2763e+00 -4.1286e+00 -1.8531e+00 -3.7425e+00 -6.4952e-01 -3.8500e+00 -2.7597e+00 +1.2890e-01 +4.6393e-01 -1.7376e+00 +1.3665e+00 -4.3644e+00 -6.4086e-01 +6.7183e+00 -3.1953e+00 -2.9885e+00
342 +2.227212600e+03 +2.227212600e+03 +2.263112600e+03 +2.263112600e+03 +1.3116e+00 +3.0402e+00 +4.8232e+00 +2.7096e+00 -2.1625e+00 -3.8726e+00 -1.1713e+00 -4.6448e+00 -6.7012e-01 -4.4461e+00 -1.9123e+00 +3.1813e-01 +2.5335e-02 -1.9386e+00 +1.3952e+00 -4.3354e+00 +3.3636e-01 +6.2157e+00 -2.8794e+00 -3.3802e+00
354 +3.594727409e+02 +3.594727409e+02 +3.953727409e+02 +3.953727409e+02 +1.5666e+00 +3.8184e+00 +5.5339e+00 +2.3579e+00 -1.4433e+00 -4.1028e+00 -1.6963e+00 -3.7603e+00 -1.1811e+00 -3.8747e+00 -2.7396e+00 +6.1550e-01 -8.4679e-01 -2.8180e+00 +1.6137e+00 -4.3755e+00 -2.3324e-01 +7.4522e+00 -2.2116e+00 -4.0008e+00
366 +1.130037907e+02 +1.130037907e+02 +1.489037907e+02 +1.489037907e+02 +1.3915e+00 +4.0125e+00 +5.5233e+00 +2.8990e+00 -1.9244e+00 -4.9460e+00 -1.6989e+00 -4.0603e+00 -3.9405e-01 -4.1991e+00 -3.0859e+00 +5.3109e-01 -5.6082e-01 -2.3995e+00 +1.2525e+00 -4.4015e+00 -3.0619e-01 +7.2436e+00 -2.1169e+00 -3.6105e+00
385 +1.044756174e+02 +1.044756174e+02 +1.403756174e+02 +1.403756174e+02 +7.2902e-01 +4.2607e+00 +5.5393e+00 +3.6736e+00 -1.3627e+00 -5.1484e+00 -2.9129e+00 -3.4215e+00 -4.0342e-01 -4.4675e+00 -2.9302e+00 -1.4799e-01 -1.3648e+00 -2.9055e+00 -1.5340e-01 -4.3780e+00 -1.3306e-01 +7.0200e+00 -2.9150e+00 -4.1183e+00
750 +9.968778187e+01 +9.968778187e+01 +1.355877819e+02 +1.355877819e+02 +1.5494e+00 +4.4240e+00 +4.4503e+00 +4.3810e+00 -1.6949e+00 -7.3785e+00 -2.2548e+00 -3.1030e+00 -5.8970e-01 -4.6240e+00 -2.6025e+00 -5.2983e-01 -2.9081e+00 -3.5188e+00 -7.7028e-01 -5.6747e+00 +3.0996e+00 +5.5316e+00 -1.6067e+00 -3.5634e+00
781 +9.272669926e+01 +9.272669926e+01 +1.286266993e+02 +1.286266993e+02 +1.3375e+00 +3.0661e+00 +5.2284e+00 +4.6274e+00 -1.4644e+00 -7.4456e+00 -2.4300e+00 -2.6905e+00 -1.0049e+00 -5.3179e+00 -3.0512e+00 -5.2959e-01 -2.0345e+00 -3.0057e+00 +3.5823e-01 -5.5367e+00 +2.2564e+00 +5.9362e+00 -1.4528e+00 -3.4098e+00
784 +8.225820928e+01 +8.225820928e+01 +1.181582093e+02 +1.181582093e+02 +1.3263e+00 +4.2733e+00 +5.0245e+00 +4.8119e+00 -8.5956e-01 -6.7508e+00 -2.5413e+00 -3.4519e+00 -4.5599e-01 -4.6980e+00 -2.5873e+00 -8.7336e-01 -2.4366e+00 -2.5908e+00 -6.1759e-02 -5.3724e+00 +2.1429e+00 +5.3449e+00 -1.2023e+00 -3.7494e+00
792 +6.896286887e+01 +6.896286887e+01 +1.048628689e+02 +1.048628689e+02 +1.5172e+00 +3.0120e+00 +5.0435e+00 +4.6948e+00 -1.2826e+00 -6.5935e+00 -2.8842e+00 -2.6007e+00 -9.9250e-01 -5.2845e+00 -2.8313e+00 -1.1225e+00 -1.9070e+00 -2.3574e+00 +2.1882e-01 -4.9603e+00 +1.8500e+00 +6.0557e+00 -5.7287e-01 -3.3139e+00
799 +6.109751672e+01 +6.109751672e+01 +9.699751672e+01 +9.699751672e+01 +1.5066e+00 +3.2865e+00 +4.9243e+00 +4.6078e+00 -1.4537e+00 -6.5081e+00 -3.3995e+00 -3.5797e+00 -1.7148e+00 -4.3108e+00 -2.5211e+00 -4.5233e-01 -1.3019e+00 -2.2546e+00 +5.7248e-03 -5.0615e+00 +2.3768e+00 +5.0501e+00 -1.3103e+00 -3.5424e+00
891 +6.017724380e+01 +6.017724380e+01 +9.607724380e+01 +9.607724380e+01 +2.1033e+00 +2.4460e+00 +4.4094e+00 +4.4743e+00 -1.1407e+00 -6.2597e+00 -2.9260e+00 -3.6687e+00 -1.6036e+00 -4.1227e+00 -2.7393e+00 +7.8121e-02 -1.2096e+00 -3.0476e+00 -2.0051e-01 -4.9776e+00 +1.9100e+00 +5.9501e+00 -1.0988e+00 -3.4865e+00
904 +5.470169465e+01 +5.470169465e+01 +9.060169465e+01 +9.060169465e+01 +1.6683e+00 +2.4457e+00 +4.5848e+00 +4.5694e+00 -1.0163e+00 -6.3475e+00 -3.1678e+00 -3.7737e+00 -9.7401e-01 -3.8249e+00 -2.5018e+00 +3.4364e-01 -1.1100e+00 -2.2165e+00 -4.5670e-01 -4.9554e+00 +1.4059e+00 +5.4221e+00 -1.4819e+00 -3.2165e+00
910 +5.297193996e+01 +5.297193996e+01 +8.887193996e+01 +8.887193996e+01 +1.9248e+00 +2.4880e+00 +4.8775e+00 +4.6484e+00 -1.2061e+00 -6.2448e+00 -2.7877e+00 -3.7119e+00 -1.0961e+00 -3.8424e+00 -2.2495e+00 -2.0419e-01 -1.4433e+00 -1.9284e+00 -4.6101e-01 -4.4977e+00 +1.3971e+00 +5.4617e+00 -1.6206e+00 -3.1945e+00
911 +5.155222499e+01 +5.155222499e+01 +8.745222499e+01 +8.745222499e+01 +1.7259e+00 +2.8403e+00 +4.2845e+00 +4.5409e+00 -1.6202e+00 -6.2794e+00 -3.1281e+00 -3.5718e+00 -1.6178e+00 -4.0512e+00 -2.6601e+00 +2.5824e-01 -9.1625e-01 -2.4223e+00 -1.3031e-02 -4.8674e+00 +1.4654e+00 +5.5400e+00 -1.0765e+00 -3.5499e+00
914 +5.078216172e+01 +5.078216172e+01 +8.668216172e+01 +8.668216172e+01 +1.5570e+00 +2.5101e+00 +4.2348e+00 +4.7898e+00 -1.6130e+00 -6.1501e+00 -3.3184e+00 -3.5874e+00 -1.2104e+00 -3.8060e+00 -2.5104e+00 +1.1916e-01 -1.3920e+00 -2.1352e+00 -8.3342e-02 -4.8039e+00 +1.4163e+00 +5.5728e+00 -1.1642e+00 -3.4086e+00
918 +4.765711794e+01 +4.765711794e+01 +8.355711794e+01 +8.355711794e+01 +1.6208e+00 +2.8181e+00 +4.5219e+00 +4.6753e+00 -1.1252e+00 -6.0496e+00 -2.7649e+00 -3.5930e+00 -1.5875e+00 -4.0685e+00 -2.4204e+00 +1.9525e-01 -1.3786e+00 -2.6736e+00 -8.0584e-02 -4.6844e+00 +9.0804e-01 +4.8596e+00 -1.5762e+00 -3.3704e+00
927 +4.483183324e+01 +4.483183324e+01 +8.073183324e+01 +8.073183324e+01 +1.9150e+00 +2.6138e+00 +4.0585e+00 +5.1080e+00 -9.0027e-01 -5.9876e+00 -2.9319e+00 -3.2141e+00 -1.5709e+00 -3.8760e+00 -2.1014e+00 +2.7006e-01 -1.3640e+00 -2.5995e+00 +3.1534e-01 -4.5087e+00 +1.5903e+00 +5.3005e+00 -1.1475e+00 -3.4109e+00
935 +4.167976019e+01 +4.167976019e+01 +7.757976019e+01 +7.757976019e+01 +2.0009e+00 +3.2171e+00 +3.5493e+00 +4.3062e+00 -1.0580e+00 -6.1574e+00 -2.9804e+00 -3.1779e+00 -1.4135e+00 -3.9086e+00 -2.2295e+00 +1.1440e-01 -1.4928e+00 -2.3980e+00 +1.5562e-01 -4.2853e+00 +1.2692e+00 +5.0298e+00 -1.1175e+00 -3.3464e+00
1084 +4.060864953e+01 +4.060864953e+01 +7.650864953e+01 +7.650864953e+01 +2.1603e+00 +2.4152e+00 +4.1977e+00 +4.5833e+00 -1.8573e+00 -5.5163e+00 -2.7724e+00 -4.3979e+00 -1.6088e+00 -3.2941e+00 -2.4869e+00 +4.1327e-01 -1.1309e+00 -2.1660e+00 +3.6586e-01 -3.6132e+00 +8.5341e-01 +4.5780e+00 -1.1911e+00 -3.1178e+00
1101 +3.852585427e+01 +3.852585427e+01 +7.442585427e+01 +7.442585427e+01 +2.4231e+00 +2.3118e+00 +3.5548e+00 +4.4048e+00 -1.7641e+00 -5.5664e+00 -2.8879e+00 -4.3805e+00 -1.3884e+00 -2.8970e+00 -2.5652e+00 +3.4379e-01 -1.3759e+00 -2.3835e+00 +2.9355e-01 -3.8253e+00 +8.8738e-01 +4.6558e+00 -1.0956e+00 -3.2889e+00
1139 +3.473266812e+01 +3.473266812e+01 +7.063266812e+01 +7.063266812e+01 +2.5856e+00 +2.3439e+00 +2.9115e+00 +4.3409e+00 -1.7892e+00 -5.7315e+00 -2.8747e+00 -4.1866e+00 -1.5500e+00 -2.9476e+00 -2.6243e+00 +2.8256e-01 -1.1404e+00 -1.9511e+00 +3.3476e-01 -3.8648e+00 +3.9233e-01 +4.7726e+00 -1.1453e+00 -3.5110e+00
1154 +3.424697531e+01 +3.424697531e+01 +7.014697531e+01 +7.014697531e+01 +2.4455e+00 +2.3930e+00 +2.8132e+00 +4.3567e+00 -1.6409e+00 -5.7383e+00 -2.6979e+00 -3.9476e+00 -1.6002e+00 -2.9808e+00 -2.5313e+00 +2.6298e-01 -8.2520e-01 -1.7181e+00 +4.8379e-01 -3.7760e+00 +6.2140e-01 +4.9224e+00 -1.2804e+00 -3.2607e+00
1158 +3.201797408e+01 +3.201797408e+01 +6.791797408e+01 +6.791797408e+01 +2.6273e+00 +2.0657e+00 +2.9764e+00 +4.2985e+00 -1.9108e+00 -5.7676e+00 -2.5784e+00 -3.8752e+00 -1.5694e+00 -3.3360e+00 -2.4936e+00 +4.3325e-01 -8.4526e-01 -1.9492e+00 +2.9827e-01 -3.9298e+00 +4.4943e-03 +4.7835e+00 -1.3463e+00 -3.3234e+00
1165 +3.063239270e+01 +3.063239270e+01 +6.653239270e+01 +6.653239270e+01 +2.5677e+00 +2.1487e+00 +2.4278e+00 +4.2839e+00 -1.8103e+00 -5.7655e+00 -2.7147e+00 -3.8352e+00 -1.6146e+00 -3.2336e+00 -2.4666e+00 +5.0322e-01 -8.7857e-01 -1.8098e+00 +3.8628e-01 -4.1607e+00 +3.0724e-01 +4.8414e+00 -1.2998e+00 -3.2120e+00
1168 +2.830376074e+01 +2.830376074e+01 +6.420376074e+01 +6.420376074e+01 +2.5406e+00 +2.1908e+00 +2.9215e+00 +4.3595e+00 -1.8099e+00 -5.8379e+00 -2.7649e+00 -3.7490e+00 -1.5794e+00 -3.2280e+00 -2.4958e+00 +5.2226e-01 -1.0131e+00 -1.7185e+00 +3.1002e-01 -3.8497e+00 -8.4871e-02 +4.5657e+00 -1.2697e+00 -3.5354e+00
1171 +2.653885345e+01 +2.653885345e+01 +6.243885345e+01 +6.243885345e+01 +2.6459e+00 +2.2775e+00 +2.7639e+00 +4.2112e+00 -1.8032e+00 -5.4380e+00 -2.6426e+00 -3.8002e+00 -1.6966e+00 -3.2307e+00 -2.6444e+00 +3.9810e-01 -6.6444e-01 -1.8113e+00 +3.2469e-01 -4.0088e+00 +8.4311e-02 +4.5732e+00 -1.1366e+00 -3.3130e+00
